Sample Number (10000 samples per second),ENGINE_RUN_TIME (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK_LEVEL_INPUT (),ACCELARATOR_PEDAL_POSITION_F (),ACCELARATOR_PEDAL_POSITION_D (),ACCELARATOR_PEDAL_POSITION_E (),COMMANDED_THROTTLE_ACTUATOR (),MAF_AIR_FLOW_RATE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),COMMANDED_THROTTLE_ACTUATOR ()
1533,364.0,899.0,14.0,16.862745,24.705883,0.0,-3.125,0.0,25.0,43.137257,0.0,19.607843,35.686275,17.647058,0.0,0.0,100.0,0.392157,17.647058
1534,366.0,919.5,13.0,16.862745,32.54902,0.0,0.78125,-2.34375,29.0,43.137257,0.0,19.607843,35.686275,17.647058,0.0,0.0,100.0,0.392157,17.647058
1535,366.0,919.5,13.0,16.862745,32.54902,0.0,0.78125,-2.34375,29.0,36.862743,0.0,19.607843,35.686275,17.647058,0.0,0.0,100.0,0.392157,17.647058
1536,366.0,919.5,13.0,16.862745,32.54902,0.0,0.78125,-2.34375,29.0,36.862743,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1537,366.0,919.5,13.0,16.862745,25.490196,0.0,-3.125,-1.5625,25.0,36.862743,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1538,367.0,798.25,13.0,16.862745,25.490196,0.0,-3.125,-1.5625,25.0,36.862743,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1539,367.0,798.25,13.0,16.862745,25.490196,0.0,-3.125,-1.5625,25.0,38.039215,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1540,367.0,798.25,13.0,16.862745,25.490196,0.0,-3.125,-1.5625,25.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1541,367.0,796.0,12.0,16.862745,41.568626,0.0,-3.125,-0.78125,43.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1542,369.0,796.0,12.0,18.82353,41.568626,0.0,-3.125,-0.78125,43.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1543,369.0,796.0,12.0,18.82353,41.568626,0.0,-3.125,-0.78125,43.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1544,369.0,796.0,12.0,18.82353,41.568626,0.0,-3.125,-0.78125,43.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1545,369.0,826.5,9.0,18.82353,40.39216,0.0,-3.125,-3.125,41.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1546,371.0,826.5,9.0,18.82353,40.39216,0.0,-3.125,-3.125,41.0,40.784313,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1547,371.0,826.5,9.0,18.82353,40.39216,0.0,-3.125,-3.125,41.0,40.784313,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1548,371.0,826.5,9.0,18.82353,39.60784,0.0,-3.125,-3.125,41.0,40.784313,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1549,373.0,837.5,4.0,18.82353,39.60784,0.0,-3.125,-3.125,40.0,40.784313,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1550,373.0,837.5,4.0,18.82353,39.60784,0.0,-3.125,-3.125,40.0,39.215687,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1551,373.0,837.5,4.0,18.82353,39.60784,0.0,-3.125,-3.125,40.0,39.215687,0.0,16.078432,31.764706,20.392157,0.0,0.0,100.0,0.0,20.392157
1552,373.0,618.75,3.0,18.82353,52.156864,0.0,-3.125,0.78125,54.0,39.215687,0.0,16.078432,31.764706,20.392157,0.0,0.0,100.0,0.0,20.392157
1553,375.0,618.75,3.0,18.82353,52.156864,0.0,-3.125,0.78125,54.0,39.215687,0.0,16.078432,31.764706,20.392157,0.0,0.0,100.0,0.0,20.392157
1554,375.0,618.75,3.0,18.82353,52.156864,0.0,-3.125,0.78125,54.0,38.431374,0.0,16.078432,31.764706,20.392157,0.0,0.0,100.0,0.0,20.392157
1555,375.0,618.75,3.0,18.82353,52.156864,0.0,-3.125,0.78125,54.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1556,375.0,818.75,4.0,18.82353,41.17647,0.0,-3.125,-3.125,41.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1557,377.0,818.75,4.0,18.82353,41.17647,0.0,-3.125,-3.125,41.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1558,377.0,818.75,4.0,18.82353,41.17647,0.0,-3.125,-3.125,41.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1559,377.0,818.75,4.0,18.82353,40.39216,0.0,-3.125,-3.125,41.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1560,378.0,826.5,3.0,18.82353,40.39216,0.0,-3.125,-2.34375,39.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1561,378.0,826.5,3.0,18.82353,40.39216,0.0,-3.125,-2.34375,39.0,40.39216,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1562,378.0,826.5,3.0,18.82353,40.39216,0.0,-3.125,-2.34375,39.0,40.39216,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1563,378.0,826.5,3.0,18.82353,40.39216,0.0,-3.125,-2.34375,39.0,40.39216,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1564,381.0,839.75,0.0,18.82353,40.0,0.0,-3.125,-3.125,39.0,40.39216,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1565,381.0,839.75,0.0,18.82353,40.0,0.0,-3.125,-3.125,39.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1566,381.0,839.75,0.0,18.82353,40.0,0.0,-3.125,-3.125,39.0,38.431374,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.0,19.607843
1567,381.0,839.75,0.0,18.82353,58.039215,0.0,-3.125,-7.03125,59.0,38.431374,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.0,19.607843
1568,383.0,631.25,0.0,18.82353,58.039215,0.0,-3.125,-7.03125,59.0,38.431374,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.0,19.607843
1569,383.0,631.25,0.0,18.82353,58.039215,0.0,-3.125,-7.03125,59.0,38.431374,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.0,19.607843
1570,383.0,631.25,0.0,18.82353,58.039215,0.0,-3.125,-7.03125,59.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1571,383.0,689.0,4.0,18.82353,50.588234,0.0,-3.125,-7.03125,49.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1572,384.0,689.0,4.0,18.82353,50.588234,0.0,-3.125,-7.03125,49.0,36.862743,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1573,384.0,689.0,4.0,18.82353,50.588234,0.0,-3.125,-7.03125,49.0,36.862743,0.0,22.745098,38.82353,21.568628,0.0,0.0,100.0,2.745098,21.568628
1574,384.0,689.0,4.0,18.82353,50.588234,0.0,-3.125,-7.03125,49.0,36.862743,0.0,22.745098,38.82353,21.568628,0.0,0.0,100.0,2.745098,21.568628
1575,386.0,1537.5,8.0,21.960785,50.19608,0.0,-1.5625,-0.78125,49.0,36.862743,0.0,22.745098,38.82353,21.568628,0.0,0.0,100.0,2.745098,21.568628
1576,386.0,1537.5,8.0,21.960785,50.19608,0.0,-1.5625,-0.78125,49.0,38.431374,0.0,22.745098,38.82353,21.568628,0.0,0.0,100.0,2.745098,21.568628
1577,386.0,1537.5,8.0,21.960785,50.19608,0.0,-1.5625,-0.78125,49.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1578,386.0,1537.5,8.0,21.960785,78.039215,0.0,-5.46875,0.78125,49.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1579,388.0,880.25,13.0,25.490196,78.039215,0.0,-5.46875,0.78125,86.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1580,388.0,880.25,13.0,25.490196,78.039215,0.0,-5.46875,0.78125,86.0,37.2549,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1581,388.0,880.25,13.0,25.490196,78.039215,0.0,-5.46875,0.78125,86.0,37.2549,0.0,23.529411,39.215687,22.352942,0.0,0.0,100.0,3.529412,22.352942
1582,388.0,1342.0,17.0,19.215687,46.666668,0.0,-2.34375,0.78125,35.0,37.2549,0.0,23.529411,39.215687,22.352942,0.0,0.0,100.0,3.529412,22.352942
1583,390.0,1342.0,17.0,19.215687,46.666668,0.0,-2.34375,0.78125,35.0,36.07843,0.0,23.529411,39.215687,22.352942,0.0,0.0,100.0,3.529412,22.352942
1584,390.0,1342.0,17.0,19.215687,46.666668,0.0,-2.34375,0.78125,35.0,36.07843,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1585,390.0,1342.0,17.0,19.215687,46.666668,0.0,-2.34375,0.78125,35.0,36.07843,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1586,390.0,914.75,20.0,21.17647,54.509804,0.0,-3.125,-0.78125,57.0,36.07843,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1587,392.0,914.75,20.0,21.17647,54.509804,0.0,-3.125,-0.78125,57.0,45.098038,0.0,16.078432,31.764706,16.862745,0.0,0.0,100.0,0.0,16.862745
1588,392.0,914.75,20.0,21.17647,54.509804,0.0,-3.125,-0.78125,57.0,45.098038,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,1.960784,21.568628
1589,392.0,914.75,20.0,21.17647,61.568626,0.0,-3.90625,1.5625,57.0,45.098038,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,1.960784,21.568628
1590,394.0,1116.25,21.0,21.960785,61.568626,0.0,-3.90625,1.5625,61.0,45.098038,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,1.960784,21.568628
1591,394.0,1116.25,21.0,21.960785,61.568626,0.0,-3.90625,1.5625,61.0,52.156864,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,1.960784,21.568628
1592,394.0,1116.25,21.0,21.960785,61.568626,0.0,-3.90625,1.5625,61.0,52.156864,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,2.745098,21.568628
1593,394.0,1319.5,27.0,21.568628,49.411766,0.0,-1.5625,-1.5625,49.0,52.156864,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,2.745098,21.568628
1594,395.0,1319.5,27.0,21.568628,49.411766,0.0,-1.5625,-1.5625,49.0,51.764706,0.0,23.921568,40.0,21.568628,0.0,0.0,100.0,2.745098,21.568628
1595,395.0,1319.5,27.0,21.568628,49.411766,0.0,-1.5625,-1.5625,49.0,51.764706,0.0,23.529411,39.215687,21.568628,0.0,0.0,100.0,2.352941,21.568628
1596,395.0,1319.5,27.0,21.568628,49.411766,0.0,-1.5625,-1.5625,49.0,51.764706,0.0,23.529411,39.215687,21.568628,0.0,0.0,100.0,2.352941,21.568628
1597,395.0,1468.75,29.0,21.17647,43.137257,0.0,-2.34375,-3.125,42.0,51.764706,0.0,23.529411,39.215687,21.568628,0.0,0.0,100.0,2.352941,21.568628
1598,397.0,1468.75,29.0,21.17647,43.137257,0.0,-2.34375,-3.125,42.0,36.07843,0.0,23.529411,39.215687,21.568628,0.0,0.0,100.0,2.352941,21.568628
1599,397.0,1468.75,29.0,21.17647,43.137257,0.0,-2.34375,-3.125,42.0,36.07843,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1600,397.0,1468.75,29.0,21.17647,43.137257,0.0,-2.34375,-3.125,42.0,36.07843,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1601,397.0,1592.75,32.0,21.960785,43.52941,0.0,-2.34375,-5.46875,44.0,36.07843,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1602,401.0,1592.75,32.0,21.960785,43.52941,0.0,-2.34375,-5.46875,44.0,36.07843,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1603,401.0,1592.75,32.0,21.960785,43.52941,0.0,-2.34375,-5.46875,44.0,36.07843,0.0,21.960785,38.039215,21.568628,0.0,0.0,100.0,3.137255,21.568628
1604,401.0,1592.75,32.0,21.960785,40.39216,0.0,-2.34375,-3.90625,44.0,36.07843,0.0,21.960785,38.039215,21.568628,0.0,0.0,100.0,3.137255,21.568628
1605,403.0,1636.5,35.0,21.568628,40.39216,0.0,-2.34375,-3.90625,40.0,36.07843,0.0,21.960785,38.039215,21.568628,0.0,0.0,100.0,3.137255,21.568628
1606,403.0,1636.5,35.0,21.568628,40.39216,0.0,-2.34375,-3.90625,40.0,34.509804,0.0,21.960785,38.039215,21.568628,0.0,0.0,100.0,3.137255,21.568628
1607,403.0,1636.5,35.0,21.568628,40.39216,0.0,-2.34375,-3.90625,40.0,34.509804,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1608,403.0,1666.25,34.0,21.568628,38.431374,0.0,-1.5625,-3.90625,38.0,34.509804,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1609,405.0,1666.25,34.0,21.17647,38.431374,0.0,-1.5625,-3.90625,38.0,34.509804,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,2.745098,21.568628
1610,405.0,1666.25,34.0,21.17647,38.431374,0.0,-1.5625,-3.90625,38.0,36.862743,0.0,21.960785,37.64706,21.568628,0.0,0.0,100.0,0.0,21.568628
1611,405.0,1666.25,34.0,21.17647,38.431374,0.0,-1.5625,-3.90625,38.0,36.862743,0.0,18.431372,34.509804,19.607843,0.0,0.0,100.0,0.0,19.607843
1612,405.0,1604.5,35.0,20.392157,30.588236,0.0,1.5625,-1.5625,30.0,36.862743,0.0,18.431372,34.509804,19.607843,0.0,0.0,100.0,0.0,19.607843
1613,406.0,1604.5,35.0,20.392157,30.588236,0.0,1.5625,-1.5625,30.0,36.07843,0.0,18.431372,34.509804,19.607843,0.0,0.0,100.0,0.0,19.607843
1614,406.0,1604.5,35.0,20.392157,30.588236,0.0,1.5625,-1.5625,30.0,36.07843,0.0,20.784313,36.47059,20.392157,0.0,0.0,100.0,1.176471,20.392157
1615,406.0,1604.5,35.0,20.392157,37.64706,0.0,1.5625,-1.5625,30.0,36.07843,0.0,20.784313,36.47059,20.392157,0.0,0.0,100.0,1.176471,20.392157
1616,408.0,1584.25,33.0,20.784313,37.64706,0.0,-1.5625,-4.6875,36.0,36.07843,0.0,20.784313,36.47059,20.392157,0.0,0.0,100.0,1.176471,20.392157
1617,408.0,1584.25,33.0,20.784313,37.64706,0.0,-1.5625,-4.6875,36.0,39.215687,0.0,20.784313,36.47059,20.392157,0.0,0.0,100.0,1.176471,20.392157
1618,408.0,1584.25,33.0,20.784313,37.64706,0.0,-1.5625,-4.6875,36.0,39.215687,0.0,21.17647,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1619,408.0,1584.25,33.0,20.784313,37.64706,0.0,-1.5625,-5.46875,36.0,39.215687,0.0,21.17647,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1620,410.0,1581.25,33.0,21.17647,37.64706,0.0,-1.5625,-5.46875,38.0,39.215687,0.0,21.17647,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1621,410.0,1581.25,33.0,21.17647,37.64706,0.0,-1.5625,-5.46875,38.0,41.960785,0.0,21.17647,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1622,410.0,1581.25,33.0,21.17647,37.64706,0.0,-1.5625,-5.46875,38.0,41.960785,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1623,410.0,1612.5,35.0,19.607843,27.450981,0.0,2.34375,-0.78125,27.0,41.960785,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1624,412.0,1612.5,35.0,19.607843,27.450981,0.0,2.34375,-0.78125,27.0,39.60784,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1625,412.0,1612.5,35.0,19.607843,27.450981,0.0,2.34375,-0.78125,27.0,39.60784,0.0,20.784313,36.47059,19.607843,0.0,0.0,100.0,0.392157,19.607843
1626,412.0,1612.5,35.0,19.607843,27.450981,0.0,2.34375,-0.78125,27.0,39.60784,0.0,20.784313,36.47059,19.607843,0.0,0.0,100.0,0.392157,19.607843
1627,412.0,1621.75,35.0,18.82353,25.882353,0.0,2.34375,-3.125,25.0,39.60784,0.0,20.784313,36.47059,19.607843,0.0,0.0,100.0,0.392157,19.607843
1628,414.0,1621.75,35.0,18.82353,25.882353,0.0,2.34375,-3.125,25.0,38.431374,0.0,20.784313,36.47059,19.607843,0.0,0.0,100.0,0.392157,19.607843
1629,414.0,1621.75,35.0,18.82353,25.882353,0.0,2.34375,-3.125,25.0,38.431374,0.0,20.0,36.07843,18.82353,0.0,0.0,100.0,0.0,18.82353
1630,414.0,1621.75,35.0,18.82353,24.313726,0.0,2.34375,-4.6875,25.0,38.431374,0.0,20.0,36.07843,18.82353,0.0,0.0,100.0,0.0,18.82353
1631,416.0,1574.0,33.0,18.82353,24.313726,0.0,2.34375,-4.6875,24.0,38.431374,0.0,20.0,36.07843,18.82353,0.0,0.0,100.0,0.0,18.82353
1632,416.0,1574.0,33.0,18.82353,24.313726,0.0,2.34375,-4.6875,24.0,38.039215,0.0,20.0,36.07843,18.82353,0.0,0.0,100.0,0.0,18.82353
1633,416.0,1574.0,33.0,18.82353,24.313726,0.0,2.34375,-4.6875,24.0,38.039215,0.0,19.215687,35.294117,18.039215,0.0,0.0,100.0,0.0,18.039215
1634,416.0,1503.75,33.0,18.82353,21.960785,0.0,2.34375,-1.5625,22.0,38.039215,0.0,19.215687,35.294117,18.039215,0.0,0.0,100.0,0.0,18.039215
1635,418.0,1503.75,33.0,18.82353,21.960785,0.0,2.34375,-1.5625,22.0,40.784313,0.0,19.215687,35.294117,18.039215,0.0,0.0,100.0,0.0,18.039215
1636,418.0,1503.75,33.0,18.82353,21.960785,0.0,2.34375,-1.5625,22.0,40.784313,0.0,19.215687,35.294117,18.039215,0.0,0.0,100.0,0.0,18.039215
1637,418.0,1503.75,33.0,18.82353,21.960785,0.0,2.34375,-1.5625,22.0,40.784313,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1638,418.0,1482.0,31.0,18.82353,36.862743,0.0,-2.34375,-7.03125,41.0,40.784313,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1639,420.0,1482.0,31.0,21.17647,36.862743,0.0,-2.34375,-7.03125,41.0,40.784313,0.0,21.17647,36.862743,19.607843,0.0,0.0,100.0,0.392157,19.607843
1640,420.0,1482.0,31.0,21.17647,36.862743,0.0,-2.34375,-7.03125,41.0,40.784313,0.0,21.568628,37.2549,19.607843,0.0,0.0,100.0,1.960784,19.607843
1641,420.0,1482.0,31.0,21.17647,36.862743,0.0,-2.34375,-7.03125,41.0,40.784313,0.0,21.568628,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1642,420.0,1538.25,32.0,22.352942,38.431374,0.0,-1.5625,0.0,39.0,40.784313,0.0,21.568628,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1643,422.0,1538.25,32.0,22.352942,38.431374,0.0,-1.5625,0.0,39.0,41.960785,0.0,21.568628,37.2549,21.17647,0.0,0.0,100.0,1.960784,21.17647
1644,422.0,1538.25,32.0,22.352942,38.431374,0.0,-1.5625,0.0,39.0,41.960785,0.0,26.27451,41.960785,25.09804,0.0,0.0,100.0,6.666667,25.09804
1645,422.0,1538.25,32.0,22.352942,50.19608,0.0,-1.5625,0.0,39.0,41.960785,0.0,26.27451,41.960785,25.09804,0.0,0.0,100.0,6.666667,25.09804
1646,423.0,1762.5,34.0,21.960785,50.19608,0.0,-1.5625,0.0,46.0,41.960785,0.0,26.27451,41.960785,25.09804,0.0,0.0,100.0,6.666667,25.09804
1647,423.0,1762.5,34.0,21.960785,50.19608,0.0,-1.5625,0.0,46.0,34.509804,0.0,26.27451,41.960785,25.09804,0.0,0.0,100.0,6.666667,25.09804
1648,423.0,1762.5,34.0,21.960785,50.19608,0.0,-1.5625,0.0,46.0,34.509804,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1649,423.0,1125.0,36.0,21.960785,29.80392,0.0,-3.125,2.34375,29.0,34.509804,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1650,425.0,1125.0,36.0,18.82353,29.80392,0.0,-3.125,2.34375,29.0,34.509804,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1651,425.0,1125.0,36.0,18.82353,29.80392,0.0,-3.125,2.34375,29.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1652,425.0,1125.0,36.0,18.82353,29.80392,0.0,-3.125,2.34375,29.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1653,425.0,885.75,35.0,18.82353,38.039215,0.0,-3.125,-1.5625,38.0,35.686275,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1654,427.0,885.75,35.0,18.82353,38.039215,0.0,-3.125,-1.5625,38.0,36.07843,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1655,427.0,885.75,35.0,18.82353,38.039215,0.0,-3.125,-1.5625,38.0,36.07843,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1656,427.0,885.75,35.0,18.82353,38.039215,0.0,-3.125,-1.5625,38.0,36.07843,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1657,427.0,893.75,32.0,18.82353,38.82353,0.0,-3.125,-1.5625,39.0,36.07843,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1658,429.0,893.75,32.0,18.82353,38.82353,0.0,-3.125,-1.5625,39.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1659,429.0,893.75,32.0,18.82353,38.82353,0.0,-3.125,-1.5625,39.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1660,429.0,893.75,32.0,18.82353,38.82353,0.0,-3.125,-1.5625,39.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1661,431.0,768.75,27.0,16.470589,25.490196,0.0,-3.125,-1.5625,27.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1662,431.0,768.75,27.0,16.470589,25.490196,0.0,-3.125,-1.5625,27.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1663,431.0,768.75,27.0,16.470589,25.490196,0.0,-3.125,-1.5625,27.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1664,431.0,689.75,27.0,16.470589,30.588236,0.0,-3.125,-2.34375,31.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1665,433.0,689.75,24.0,16.470589,30.588236,0.0,-3.125,-2.34375,31.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1666,433.0,689.75,24.0,16.470589,30.588236,0.0,-3.125,-2.34375,31.0,38.039215,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1667,433.0,689.75,24.0,16.470589,30.588236,0.0,-3.125,-2.34375,31.0,38.039215,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1668,433.0,687.5,19.0,16.470589,30.588236,0.0,-3.125,-1.5625,31.0,38.039215,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1669,435.0,687.5,19.0,16.470589,30.588236,0.0,-3.125,-1.5625,31.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1670,435.0,687.5,19.0,16.470589,30.588236,0.0,-3.125,-1.5625,31.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1671,435.0,687.5,19.0,16.470589,30.588236,0.0,-3.125,-1.5625,31.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1672,436.0,685.0,15.0,16.470589,30.19608,0.0,-3.125,-3.90625,30.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1673,436.0,685.0,15.0,16.470589,30.19608,0.0,-3.125,-3.90625,30.0,39.60784,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1674,436.0,685.0,15.0,16.470589,30.19608,0.0,-3.125,-3.90625,30.0,39.60784,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1675,436.0,685.0,15.0,16.470589,30.19608,0.0,-3.125,0.0,29.0,39.60784,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1676,436.0,696.0,11.0,16.470589,30.19608,0.0,-3.125,0.0,29.0,39.60784,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1677,440.0,696.0,11.0,18.82353,30.19608,0.0,-3.125,0.0,29.0,39.60784,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1678,440.0,696.0,11.0,18.82353,30.19608,0.0,-3.125,0.0,29.0,38.431374,0.0,16.078432,31.764706,16.470589,0.0,0.0,100.0,0.0,16.470589
1679,440.0,696.0,11.0,18.82353,30.19608,0.0,-3.125,0.0,29.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1680,440.0,795.25,4.0,18.82353,43.137257,0.0,-3.125,-3.125,42.0,38.431374,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1681,442.0,795.25,4.0,18.82353,43.137257,0.0,-3.125,-3.125,42.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1682,442.0,795.25,4.0,18.82353,43.137257,0.0,-3.125,-3.125,42.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
1683,442.0,795.25,4.0,18.82353,43.137257,0.0,-3.125,-3.125,42.0,38.039215,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
