ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
3,1871.8,0,20,23.529,23,5.4688,0,23,25.882,52.157,16.078,31.765,20,0,100,0.78431,27,24,30.4,27.5,14.316,0,0,6747,0,255
3,1871.8,0,20,23.529,23,5.4688,0,23,25.882,52.549,16.078,31.765,20,0,100,0.78431,27,24,30.4,27.5,14.316,0,0,6747,0,255
3,1871.8,0,20,31.765,23,5.4688,0,23,25.882,52.549,16.078,31.765,20,0,100,0.78431,27,24,30.4,27.5,14.316,0,0,6747,0,255
7,1229.5,0,20,31.765,23,4.6875,0,33,25.882,52.549,16.078,31.765,20,0,100,0.78431,27,12,30.4,27.5,14.316,0,0,6747,0,255
7,1229.5,0,20,31.765,23,4.6875,0,33,26.275,52.549,16.078,31.765,20,0,100,0.78431,27,12,44,27.5,14.316,0,0,6747,0,255
7,1229.5,0,20,31.765,23,4.6875,0,33,26.275,52.157,16.078,31.765,20,0,100,0.78431,27,12,44,27.5,14.296,0,0,6747,0,255
7,1347.5,0,20,31.765,23,4.6875,0,31,26.275,52.157,16.078,31.765,20,0,100,0.78431,27,4,44,27.5,14.296,0,0,6747,0,255
9,1347.5,0,20,31.765,23,4.6875,0,31,26.275,52.157,16.078,31.765,20,0,100,0.78431,27,4,44,27.5,14.296,0,0,6747,0,255
9,1347.5,0,20,31.765,24,4.6875,0,31,26.275,52.549,16.078,31.765,20,0,100,1.1765,27,4,53.3,27.5,14.316,0,0,6747,0,255
9,1347.5,0,20,31.765,24,4.6875,0,31,26.275,52.549,16.078,31.765,20,0,100,1.1765,27,4,53.3,27.5,14.316,0,0,6747,0,255
9,1406.2,0,20.392,32.549,24,4.6875,0,32,26.275,52.549,16.078,31.765,20,0,100,1.1765,28,-2,53.3,27.5,14.316,0,0,6747,0,255
11,1406.2,0,20.392,32.549,24,4.6875,0,32,26.275,52.549,16.078,31.765,20,0,100,1.1765,28,-2,53.3,27.5,14.316,0,0,6747,0,255
11,1406.2,0,20.392,32.549,24,4.6875,0,32,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-2,64.1,27.6,14.335,0,0,6747,0,255
11,1406.2,0,20.392,33.333,24,4.6875,0,32,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-2,64.1,27.6,14.335,0,0,6747,0,255
13,1462.5,0,20.392,33.333,24,4.6875,0,33,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-5,64.1,27.6,14.335,0,0,6747,0,255
13,1462.5,0,20.392,33.333,24,4.6875,0,33,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-5,70,27.7,14.335,0,0,6747,0,255
13,1462.5,0,20.392,33.333,24,4.6875,0,33,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-5,70,27.7,14.335,0,0,6747,0,255
13,1462.5,0,20.392,31.765,24,4.6875,0,31,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,-5,70,27.7,14.335,0,0,6747,0,255
15,1440.5,0,20.392,31.765,24,4.6875,0,31,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,7,70,27.7,14.335,0,0,6747,0,255
15,1440.5,0,20.392,31.765,25,4.6875,0,31,26.275,52.941,16.078,31.765,20.392,0,100,1.1765,28,7,82.1,28,14.316,0,0,6747,0,255
15,1440.5,0,20.392,31.765,25,4.6875,0,31,26.275,52.549,16.078,31.765,20,0,100,1.1765,28,7,82.1,28,14.316,0,0,6747,0,255
15,1496.8,0,20,29.804,25,5.4688,0,29,26.275,52.549,16.078,31.765,20,0,100,1.1765,28,1,82.1,28,14.316,0,0,6747,0,255
16,1496.8,0,20,29.804,25,5.4688,0,29,26.275,52.549,16.078,31.765,20,0,100,1.1765,28,1,82.1,28,14.316,0,0,6747,0,255
16,1496.8,0,20,29.804,25,5.4688,0,29,26.275,52.157,16.078,31.765,19.608,0,100,0.78431,28,1,94.5,28.2,14.335,0,0,6747,0,255
16,1496.8,0,20,29.804,25,5.4688,0,29,26.275,52.157,16.078,31.765,19.608,0,100,0.78431,28,1,94.5,28.2,14.335,0,0,6747,0,255
18,1443.8,0,19.608,29.02,25,5.4688,0,28,26.275,52.157,16.078,31.765,19.608,0,100,0.78431,28,5,94.5,28.2,14.335,0,0,6747,0,255
18,1443.8,0,19.608,29.02,26,5.4688,0,28,26.275,52.157,16.078,31.765,19.608,0,100,0.78431,28,5,94.5,28.2,14.335,0,0,6747,0,255
18,1443.8,0,19.608,29.02,26,5.4688,0,28,26.275,51.765,16.078,31.765,19.608,0,100,0.39216,28,5,106.6,28.5,14.316,0,0,6747,0,255
18,1443.8,0,19.608,29.412,26,5.4688,0,28,26.275,51.765,16.078,31.765,19.608,0,100,0.39216,28,5,106.6,28.5,14.316,0,0,6747,0,255
20,1325,0,19.608,29.412,26,5.4688,0,29,26.275,51.765,16.078,31.765,19.608,0,100,0.39216,28,9,106.6,28.5,14.316,0,0,6747,0,255
20,1325,0,19.608,29.412,27,5.4688,0,29,25.882,51.765,16.078,31.765,19.608,0,100,0.39216,28,9,112.4,28.9,14.296,0,0,6747,0,255
20,1325,0,19.608,29.412,27,5.4688,0,29,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,9,112.4,28.9,14.296,0,0,6747,0,255
20,1211.5,0,19.608,34.118,27,3.9062,0,34,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,4,112.4,28.9,14.296,0,0,6747,0,255
22,1211.5,0,19.608,34.118,27,3.9062,0,34,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,4,112.4,28.9,14.296,0,0,6747,0,255
22,1211.5,0,19.608,34.118,27,3.9062,0,34,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,4,123.8,29.2,14.316,0,0,6747,0,255
22,1211.5,0,19.608,34.118,27,3.9062,0,34,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,4,123.8,29.2,14.316,0,0,6747,0,255
22,1277.2,0,19.608,31.765,27,4.6875,0,32,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,-3,123.8,29.2,14.316,0,0,6747,0,255
24,1277.2,0,19.608,31.765,28,4.6875,0,32,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,-3,123.8,29.2,14.316,0,0,6747,0,255
24,1277.2,0,19.608,31.765,28,4.6875,0,32,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,-3,135,29.7,14.218,0,0,6747,0,255
24,1277.2,0,19.608,31.765,28,4.6875,0,32,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,-3,135,29.7,14.218,0,0,6747,0,255
24,1026.5,0,19.608,39.608,28,3.125,0,38,25.882,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,135,29.7,14.218,0,0,6747,0,255
26,1026.5,0,19.608,39.608,29,3.125,0,38,25.098,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,135,29.7,14.218,0,0,6747,0,255
26,1026.5,0,19.608,39.608,29,3.125,0,38,25.098,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,145.6,30.2,14.257,0,0,6747,0,255
26,1026.5,0,19.608,40.392,29,2.3438,0,38,25.098,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,145.6,30.2,14.257,0,0,6747,0,255
27,908.5,4,19.608,40.392,29,2.3438,0,41,25.098,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,145.6,30.2,14.257,0,0,6747,0,255
27,908.5,4,19.608,40.392,30,2.3438,0,41,24.314,52.157,16.078,31.765,19.608,0,100,0.78431,28,6,155.8,30.8,14.257,0,0,6747,0,255
27,908.5,4,19.608,40.392,30,2.3438,0,41,24.314,52.941,20.784,36.471,20.784,0,100,1.5686,28,6,155.8,30.8,14.277,0,0,6747,0,255
27,1432,9,19.608,37.647,30,3.125,0,37,24.314,52.941,20.784,36.471,20.784,0,100,1.5686,28,26,155.8,30.8,14.277,0,0,6747,0,255
29,1432,9,20.392,37.647,30,3.125,0,37,24.314,52.941,20.784,36.471,20.784,0,100,1.5686,28,26,155.8,30.8,14.277,0,0,6747,0,255
29,1432,9,20.392,37.647,30,3.125,0,37,25.882,50.588,16.078,31.765,20.784,0,100,0,28,26,161.2,31.2,14.296,0,0,6747,0,255
29,1432,9,20.392,37.647,30,3.125,0,37,25.882,50.588,16.078,31.765,18.431,0,100,0,28,26,161.2,31.2,14.296,0,0,6747,0,255
29,1046.8,11,20,23.922,30,5.4688,0,32,25.882,50.588,16.078,31.765,18.431,0,100,0,28,19,161.2,31.2,14.296,0,0,6747,0,255
31,1046.8,11,20,23.922,31,5.4688,0,32,22.745,50.588,16.078,31.765,18.431,0,100,0,28,19,161.2,31.2,14.296,0,0,6747,0,255
31,1046.8,11,20,23.922,31,5.4688,0,32,22.745,50.588,16.078,31.765,18.431,0,100,0,28,19,170.8,31.9,14.277,0,0,6747,0,255
31,1046.8,11,20,32.549,31,5.4688,0,32,22.745,50.588,16.078,31.765,18.431,0,100,0,28,19,170.8,31.9,14.277,0,0,6747,0,255
33,972.5,13,18.431,32.549,31,4.6875,0,32,22.745,50.588,16.078,31.765,18.431,0,100,0,28,3,170.8,31.9,14.277,0,0,6747,0,255
33,972.5,13,18.431,32.549,32,4.6875,0,32,23.922,50.588,16.078,31.765,18.431,0,100,0,28,3,170.8,31.9,14.277,0,0,6747,0,255
33,972.5,13,18.431,32.549,32,4.6875,0,32,23.922,50.588,16.078,31.765,18.431,0,100,0,28,3,194.1,34.2,14.296,0,0,6747,0,255
33,972.5,13,18.431,31.373,32,4.6875,0,32,23.922,50.588,16.078,31.765,18.431,0,100,0,28,3,194.1,34.2,14.296,0,0,6747,0,255
38,979.5,14,18.431,31.373,32,4.6875,-3.9062,32,23.922,50.588,16.078,31.765,18.431,0,100,0,28,-2,194.1,34.2,14.296,0,0,6747,0,255
38,979.5,14,18.431,31.373,32,4.6875,-3.9062,32,17.255,50.588,16.078,31.765,18.431,0,100,0,28,-2,197.3,34.2,14.296,0,0,6747,0,255
38,979.5,14,18.431,31.373,32,4.6875,-3.9062,32,17.255,50.588,16.078,31.765,18.431,0,100,0,28,-2,197.3,34.6,14.277,0,0,6747,0,255
38,950,14,18.431,31.765,32,4.6875,-7.0312,33,17.255,50.588,16.078,31.765,18.431,0,100,0,28,-2,197.3,34.6,14.277,0,0,6747,0,255
40,950,14,18.431,31.765,33,4.6875,-7.0312,33,17.255,50.588,16.078,31.765,18.431,0,100,0,28,4,197.3,34.6,14.277,0,0,6747,0,255
40,950,14,18.431,31.765,33,4.6875,-7.0312,33,20.392,50.588,16.078,31.765,18.431,0,100,0,28,4,203.4,35.4,14.277,0,0,6747,0,255
40,950,14,18.431,31.765,33,4.6875,-7.0312,33,20.392,50.588,16.078,31.765,18.431,0,100,0,28,4,203.4,35.4,14.277,0,0,6747,0,255
40,977.25,11,18.431,31.373,33,4.6875,-10.938,32,20.392,50.588,16.078,31.765,18.431,0,100,0,28,-3,203.4,35.4,14.277,0,0,6747,0,255
42,977.25,11,18.431,31.373,34,4.6875,-10.938,32,27.843,50.588,16.078,31.765,18.431,0,100,0,28,-3,203.4,35.4,14.277,0,0,6747,0,255
42,977.25,11,18.431,31.373,34,4.6875,-10.938,32,27.843,50.588,16.078,31.765,18.431,0,100,0,28,-3,209.1,36.2,14.277,0,0,6747,0,255
42,977.25,11,18.431,31.373,34,4.6875,-10.938,32,27.843,50.588,16.078,31.765,18.431,0,100,0,28,-3,209.1,36.2,14.277,0,0,6747,0,255
42,964.75,12,18.431,30.98,34,4.6875,-14.844,32,27.843,50.588,16.078,31.765,18.431,0,100,0,28,1,209.1,36.2,14.277,0,0,6747,0,255
44,964.75,12,18.431,30.98,34,4.6875,-14.844,32,28.627,50.588,16.078,31.765,18.431,0,100,0,28,1,209.1,36.2,14.277,0,0,6747,0,255
44,964.75,12,18.431,30.98,34,4.6875,-14.844,32,28.627,50.588,16.078,31.765,18.431,0,100,0,28,1,214.4,37,14.277,0,0,6747,0,255
44,964.75,12,18.431,30.98,34,4.6875,-14.844,32,28.627,50.588,16.078,31.765,18.431,0,100,0,28,1,214.4,37,14.277,0,0,6747,0,255
44,970.25,14,18.431,30.98,35,4.6875,-9.375,30,28.627,50.588,16.078,31.765,18.431,0,100,0,28,0,214.4,37,14.277,0,0,6747,0,255
46,970.25,14,18.431,30.98,35,4.6875,-9.375,30,35.294,50.588,16.078,31.765,18.431,0,100,0,28,0,214.4,37,14.277,0,0,6747,0,255
46,970.25,14,18.431,30.98,35,4.6875,-9.375,30,35.294,52.157,16.078,31.765,19.608,0,100,0,28,0,216.9,37.8,14.218,0,0,6747,0,255
46,970.25,14,18.431,40,35,3.125,-5.4688,30,35.294,52.157,16.078,31.765,19.608,0,100,0,28,0,216.9,37.8,14.218,0,0,6747,0,255
48,951.5,9,19.608,40,35,3.125,-5.4688,39,35.294,52.157,16.078,31.765,19.608,0,100,0,28,2,216.9,37.8,14.218,0,0,6747,0,255
48,951.5,9,19.608,40,35,3.125,-5.4688,39,29.412,52.157,16.078,31.765,19.608,0,100,0,28,2,222.1,38.2,14.14,0,0,6747,0,255
48,951.5,9,19.608,40,35,3.125,-5.4688,39,29.412,52.157,16.078,31.765,19.608,0,100,0.39216,28,2,222.1,38.2,14.14,0,0,6747,0,255
48,782.75,8,19.608,52.941,35,0.78125,-7.8125,51,29.412,52.157,16.078,31.765,19.608,0,100,0.39216,28,6,222.1,38.2,14.14,0,0,6747,0,255
50,782.75,8,19.608,52.941,35,0.78125,-7.8125,51,21.961,52.157,16.078,31.765,19.608,0,100,0.39216,28,6,222.1,38.2,14.14,0,0,6747,0,255
50,782.75,8,19.608,52.941,35,0.78125,-7.8125,51,21.961,53.725,19.216,35.294,20.392,0,100,1.9608,28,6,228,39.2,14.14,0,0,6747,0,255
50,782.75,8,19.608,52.941,35,0.78125,-7.8125,51,21.961,53.725,19.216,35.294,20.392,0,100,1.9608,28,6,228,39.2,14.14,0,0,6747,0,255
50,926.5,12,19.608,43.529,36,2.3438,-7.0312,43,21.961,53.725,19.216,35.294,20.392,0,100,1.9608,28,11,228,39.2,14.14,0,0,6747,0,255
51,926.5,12,19.608,43.529,36,2.3438,-7.0312,43,22.745,53.725,19.216,35.294,20.392,0,100,1.9608,28,11,228,39.2,14.14,0,0,6747,0,255
51,926.5,12,19.608,43.529,36,2.3438,-7.0312,43,22.745,51.765,16.078,31.765,19.608,0,100,0.39216,28,11,234.7,40.3,14.179,0,0,6747,0,255
51,926.5,12,19.608,41.176,36,2.3438,-8.5938,43,22.745,51.765,16.078,31.765,19.608,0,100,0.39216,28,11,234.7,40.3,14.179,0,0,6747,0,255
51,921,13,19.608,41.176,37,2.3438,-8.5938,41,22.745,51.765,16.078,31.765,19.608,0,100,0.39216,28,3,234.7,40.3,14.179,0,0,6747,0,255
53,921,13,19.608,41.176,37,2.3438,-8.5938,41,21.176,51.765,16.078,31.765,19.608,0,100,0.39216,28,3,234.7,40.3,14.179,0,0,6747,0,255
53,921,13,19.608,41.176,37,2.3438,-8.5938,41,21.176,51.765,16.078,31.765,19.608,0,100,0.39216,28,3,241.4,41.5,14.16,0,0,6747,0,255
53,921,13,19.608,47.451,37,2.3438,-3.9062,41,21.176,51.765,16.078,31.765,19.608,0,100,0.39216,28,3,241.4,41.5,14.16,0,0,6747,0,255
55,732.75,12,19.608,47.451,37,1.5625,-3.9062,49,21.176,51.765,16.078,31.765,19.608,0,100,0.39216,28,9,241.4,41.5,14.16,0,0,6747,0,255
55,732.75,12,19.608,47.451,37,1.5625,-3.9062,49,27.059,51.765,16.078,31.765,19.608,0,100,0.39216,28,9,244.8,42.1,14.16,0,0,6747,0,255
55,732.75,12,19.608,47.451,37,1.5625,-3.9062,49,27.059,51.765,16.078,31.765,19.608,0,100,0.39216,28,9,244.8,42.1,14.14,0,0,6747,0,255
55,785.75,11,19.608,47.451,38,1.5625,-3.9062,49,27.059,51.765,16.078,31.765,19.608,0,100,0.39216,28,-2,244.8,42.1,14.14,0,0,6747,0,255
57,785.75,11,19.608,47.451,38,1.5625,-3.9062,49,27.059,51.765,16.078,31.765,19.608,0,100,0.39216,28,-2,244.8,42.1,14.14,0,0,6747,0,255
57,785.75,11,19.608,47.451,38,1.5625,-3.9062,49,28.627,51.765,16.078,31.765,19.608,0,100,0.39216,28,-2,251.5,43.5,14.14,0,0,6747,0,255
57,785.75,11,19.608,47.451,38,1.5625,-3.9062,49,28.627,51.765,16.471,32.157,19.608,0,100,0.39216,28,-2,251.5,43.5,14.14,0,0,6747,0,255
57,846.75,11,19.608,44.706,39,2.3438,-7.8125,45,28.627,51.765,16.471,32.157,19.608,0,100,0.39216,28,0,251.5,43.5,14.14,0,0,6747,0,255
59,846.75,11,19.608,44.706,39,2.3438,-7.8125,45,24.314,51.765,16.471,32.157,19.608,0,100,0.39216,28,0,251.5,43.5,14.14,0,0,6747,0,255
59,846.75,11,19.608,44.706,39,2.3438,-7.8125,45,24.314,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,258.2,45,14.121,0,0,6748,0,255
59,846.75,11,19.608,43.529,39,2.3438,-7.8125,45,24.314,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,258.2,45,14.121,0,0,6748,0,255
61,861.5,11,19.608,43.529,39,2.3438,-5.4688,43,24.314,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,258.2,45,14.121,0,0,6748,0,255
61,861.5,11,19.608,43.529,39,2.3438,-5.4688,43,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,264.9,46.5,14.121,0,0,6748,0,255
61,861.5,11,19.608,43.529,39,2.3438,-5.4688,43,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,264.9,46.5,14.14,0,0,6748,0,255
61,885,12,19.608,43.137,39,2.3438,-5.4688,42,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,264.9,46.5,14.14,0,0,6748,0,255
62,885,12,19.608,43.137,39,2.3438,-5.4688,42,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,264.9,46.5,14.14,0,0,6748,0,255
62,885,12,19.608,43.137,39,2.3438,-5.4688,42,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,271.4,46.5,14.14,0,0,6748,0,255
62,885,12,19.608,43.137,39,2.3438,-5.4688,42,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,271.4,48.1,14.14,0,0,6748,0,255
62,928.75,12,19.608,41.176,40,2.3438,-4.6875,41,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,0,271.4,48.1,14.14,0,0,6748,0,255
64,928.75,14,19.608,41.176,40,2.3438,-4.6875,41,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,28,-1,271.4,48.1,14.14,0,0,6748,0,255
64,928.75,14,19.608,41.176,40,2.3438,-4.6875,41,25.882,51.765,16.078,31.765,19.608,0,100,0.39216,28,-1,274.6,48.9,14.14,0,0,6748,0,255
64,928.75,14,19.608,41.176,40,2.3438,-4.6875,41,25.882,51.765,16.078,31.765,19.216,0,100,0.39216,28,-1,274.6,48.9,14.14,0,0,6748,0,255
64,957,8,19.216,40,40,3.125,-6.25,40,25.882,51.765,16.078,31.765,19.216,0,100,0.39216,28,-1,274.6,48.9,14.14,0,0,6748,0,255
66,957,8,19.216,40,40,3.125,-6.25,40,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,28,-1,274.6,48.9,14.14,0,0,6748,0,255
66,957,8,19.216,40,40,3.125,-6.25,40,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,28,-1,280.9,50.6,14.121,0,0,6748,0,255
66,957,8,19.216,40,40,3.125,-6.25,40,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,28,-1,280.9,50.6,14.121,0,0,6748,0,255
68,976.5,6,19.216,38.431,40,3.125,-4.6875,38,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,29,0,280.9,50.6,14.121,0,0,6748,0,255
68,976.5,6,19.216,38.431,40,3.125,-4.6875,38,25.882,51.765,16.078,31.765,19.216,0,100,0.39216,29,0,280.9,50.6,14.121,0,0,6748,0,255
68,976.5,6,19.216,38.431,40,3.125,-4.6875,38,25.882,52.157,16.078,31.765,19.608,0,100,0.39216,29,0,287,52.3,14.121,0,0,6748,0,255
68,976.5,6,19.216,41.961,41,2.3438,-3.9062,41,25.882,52.157,16.078,31.765,19.608,0,100,0.39216,29,0,287,52.3,14.121,0,0,6748,0,255
70,950.75,8,19.216,41.961,41,2.3438,-3.9062,41,25.882,52.157,16.078,31.765,19.608,0,100,0.39216,29,-3,287,52.3,14.121,0,0,6748,0,255
70,950.75,8,19.216,41.961,41,2.3438,-3.9062,41,26.275,52.157,16.078,31.765,19.608,0,100,0.39216,29,-3,293,54.1,14.14,0,0,6748,0,255
70,950.75,8,19.216,41.961,41,2.3438,-3.9062,41,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-3,293,54.1,14.14,0,0,6748,0,255
70,967.75,6,19.216,38.824,41,3.125,-7.0312,39,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,293,54.1,14.14,0,0,6748,0,255
72,967.75,6,19.216,38.824,41,3.125,-7.0312,39,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,293,54.1,14.14,0,0,6748,0,255
72,967.75,6,19.216,38.824,41,3.125,-7.0312,39,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,295.9,55,14.14,0,0,6748,0,255
72,967.75,6,19.216,38.824,42,3.125,-7.0312,39,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,295.9,55,14.14,0,0,6748,0,255
72,967.75,4,19.216,38.824,42,3.125,-3.125,38,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,295.9,55,14.14,0,0,6748,0,255
76,967.75,4,19.216,38.824,42,3.125,-3.125,38,26.275,51.765,16.078,31.765,19.216,0,100,0.39216,29,-1,295.9,55,14.14,0,0,6748,0,255
76,967.75,4,19.216,38.824,42,3.125,-3.125,38,25.098,51.373,16.078,31.765,19.216,0,100,0,29,-1,307,58.8,14.14,0,0,6748,0,255
76,967.75,4,19.216,38.824,42,3.125,-3.125,38,25.098,51.373,16.078,31.765,19.216,0,100,0,29,-1,307,58.8,14.14,0,0,6748,0,255
76,939.75,3,19.216,45.098,42,2.3438,-6.25,42,25.098,51.373,16.078,31.765,19.216,0,100,0,29,-5,307,58.8,14.14,0,0,6748,0,255
77,939.75,3,19.216,45.098,42,2.3438,-6.25,42,25.882,51.373,16.078,31.765,19.216,0,100,0,29,-5,307,58.8,14.14,0,0,6748,0,255
77,939.75,3,19.216,45.098,42,2.3438,-6.25,42,25.882,51.765,16.078,31.765,19.216,0,100,0,29,-5,312.2,60.8,14.023,0,0,6748,0,255
77,939.75,3,19.216,55.686,42,2.3438,-6.25,42,25.882,51.765,16.078,31.765,19.216,0,100,0,29,-5,312.2,60.8,14.023,0,0,6748,0,255
79,738.25,3,19.216,55.686,42,0.78125,-5.4688,51,25.882,51.765,16.078,31.765,19.216,0,100,0,29,8,312.2,60.8,14.023,0,0,6748,0,255
79,738.25,3,19.216,55.686,42,0.78125,-5.4688,51,25.882,51.765,16.078,31.765,19.216,0,100,0,29,8,317.2,62.8,14.023,0,0,6748,0,255
79,738.25,3,19.216,55.686,43,0.78125,-5.4688,51,25.882,52.941,19.608,35.686,20.392,0,100,1.1765,29,8,317.2,62.8,14.101,0,0,6748,0,255
79,1116.2,5,19.216,45.098,43,2.3438,-1.5625,43,25.882,52.941,19.608,35.686,20.392,0,100,1.1765,29,8,317.2,62.8,14.101,0,0,6748,0,255
81,1116.2,5,20.392,45.098,43,2.3438,-1.5625,43,25.882,52.941,19.608,35.686,20.392,0,100,1.1765,29,21,317.2,62.8,14.101,0,0,6748,0,255
81,1116.2,5,20.392,45.098,43,2.3438,-1.5625,43,20.392,54.902,19.608,35.686,20.392,0,100,2.7451,29,21,323.2,65.1,14.14,0,0,6748,0,255
