ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
21,1190.5,6,19.608,38.039,30,3.125,0,34,51.765,52.157,16.078,31.765,20,0,100,0.78431,29,-4,91.8,29.6,14.257,0,0,6366,0,237
21,1190.5,6,19.608,38.039,30,3.125,0,34,48.235,52.157,16.078,31.765,20,0,100,0.78431,29,-4,114.7,30.2,14.257,0,0,6366,0,237
21,1190.5,6,19.608,38.039,30,3.125,0,34,48.235,51.765,16.078,31.765,19.608,0,100,0.39216,29,-4,114.7,30.2,14.257,0,0,6366,0,237
21,1205.2,5,19.216,31.765,30,3.9062,0,32,48.235,51.765,16.078,31.765,19.608,0,100,0.39216,29,-2,114.7,30.2,14.257,0,0,6366,0,237
23,1205.2,5,19.216,31.765,30,3.9062,0,32,58.431,51.765,16.078,31.765,19.608,0,100,0.39216,29,-2,114.7,30.2,14.257,0,0,6366,0,237
23,1205.2,5,19.216,31.765,30,3.9062,0,32,58.431,51.765,16.078,31.765,19.608,0,100,0.39216,29,-2,125.5,30.6,14.257,0,0,6366,0,237
23,1205.2,5,19.216,31.765,30,3.9062,0,32,58.431,51.765,16.078,31.765,19.216,0,100,0.39216,29,-2,125.5,30.6,14.257,0,0,6366,0,237
23,1207.8,3,19.216,30.588,31,3.9062,0,30,58.431,51.765,16.078,31.765,19.216,0,100,0.39216,30,0,125.5,30.6,14.257,0,0,6366,0,237
25,1207.8,3,19.216,30.588,31,3.9062,0,30,63.137,51.765,16.078,31.765,19.216,0,100,0.39216,30,0,125.5,30.6,14.257,0,0,6366,0,237
25,1207.8,3,19.216,30.588,31,3.9062,0,30,63.137,51.373,16.078,31.765,19.216,0,100,0.39216,30,0,135.7,31.1,14.257,0,0,6366,0,237
25,1207.8,3,19.216,29.804,31,4.6875,0,30,63.137,51.373,16.078,31.765,19.216,0,100,0.39216,30,0,135.7,31.1,14.257,0,0,6366,0,237
27,1180.2,3,19.216,29.804,32,4.6875,0,29,63.137,51.373,16.078,31.765,19.216,0,100,0.39216,30,2,135.7,31.1,14.257,0,0,6366,0,237
27,1180.2,3,19.216,29.804,32,4.6875,0,29,62.353,51.373,16.078,31.765,19.216,0,100,0.39216,30,2,140.5,31.3,14.257,0,0,6366,0,237
27,1180.2,3,19.216,29.804,32,4.6875,0,29,62.353,50.98,16.078,31.765,18.824,0,100,0,30,2,140.5,31.3,14.218,0,0,6366,0,237
27,1131.2,3,19.216,29.804,32,4.6875,0,29,62.353,50.98,16.078,31.765,18.824,0,100,0,30,6,140.5,31.3,14.218,0,0,6366,0,237
29,1131.2,3,18.824,29.804,33,4.6875,0,29,62.353,50.98,16.078,31.765,18.824,0,100,0,30,6,140.5,31.3,14.218,0,0,6366,0,237
29,1131.2,3,18.824,29.804,33,4.6875,0,29,64.314,50.98,16.078,31.765,18.824,0,100,0,30,6,149.6,31.8,14.218,0,0,6366,0,237
29,1131.2,3,18.824,29.804,33,4.6875,0,29,64.314,50.98,16.078,31.765,18.824,0,100,0,30,6,149.6,31.8,14.257,0,0,6366,0,237
29,954.5,7,18.824,36.471,33,3.125,0,40,64.314,50.98,16.078,31.765,18.824,0,100,0,30,6,149.6,31.8,14.257,0,0,6366,0,237
31,954.5,7,21.176,36.471,33,3.125,0,40,64.314,50.98,16.078,31.765,18.824,0,100,0,30,11,149.6,31.8,14.257,0,0,6366,0,237
31,954.5,7,21.176,36.471,33,3.125,0,40,62.353,52.941,16.078,31.765,18.824,0,100,1.5686,30,11,158.5,32.4,14.277,0,0,6366,0,237
31,954.5,7,21.176,36.471,33,3.125,0,40,62.353,52.941,21.569,37.255,20.392,0,100,1.5686,30,11,158.5,32.4,14.277,0,0,6366,0,237
31,1567,10,22.745,40.784,34,2.3438,0,45,62.353,52.941,21.569,37.255,20.392,0,100,1.5686,30,25,158.5,32.4,14.277,0,0,6366,0,237
32,1567,10,22.745,40.784,34,2.3438,0,45,52.549,52.941,21.569,37.255,20.392,0,100,1.5686,30,25,158.5,32.4,14.277,0,0,6366,0,237
32,1567,10,22.745,40.784,34,2.3438,0,45,52.549,52.157,16.078,31.765,19.216,0,100,0.78431,30,25,169.7,33.2,14.277,0,0,6366,0,237
32,1567,10,22.745,22.745,34,2.3438,0,45,52.549,52.157,16.078,31.765,19.216,0,100,0.78431,30,25,169.7,33.2,14.277,0,0,6366,0,237
34,895.25,15,22.745,22.745,35,4.6875,0,35,52.549,52.157,16.078,31.765,19.216,0,100,0.78431,30,17,169.7,33.2,14.277,0,0,6366,0,237
34,895.25,15,22.745,22.745,35,4.6875,0,35,49.02,52.157,16.078,31.765,19.216,0,100,0.78431,30,17,175,33.2,14.277,0,0,6366,0,237
34,895.25,15,22.745,22.745,35,4.6875,0,35,49.02,55.686,24.314,40,22.745,0,100,3.5294,30,17,175,34.2,14.257,0,0,6366,0,237
34,1411.5,18,22.745,52.549,35,0.78125,0,51,49.02,55.686,24.314,40,22.745,0,100,3.5294,30,17,175,34.2,14.257,0,0,6366,0,237
36,1411.5,18,22.353,52.549,35,0.78125,0,51,49.02,55.686,24.314,40,22.745,0,100,3.5294,30,24,175,34.2,14.257,0,0,6366,0,237
36,1411.5,18,22.353,52.549,35,0.78125,0,51,52.549,55.686,24.314,40,22.745,0,100,2.7451,30,24,188.1,34.8,14.257,0,0,6366,0,237
36,1411.5,18,22.353,52.549,35,0.78125,0,51,52.549,54.51,23.137,38.824,21.569,0,100,2.7451,30,24,188.1,34.8,14.257,0,0,6366,0,237
36,1688.2,24,19.216,34.902,36,3.9062,0,30,52.549,54.51,23.137,38.824,21.569,0,100,2.7451,30,30,188.1,34.8,14.257,0,0,6366,0,237
38,1688.2,24,19.216,34.902,36,3.9062,0,30,47.451,54.51,23.137,38.824,21.569,0,100,2.7451,30,30,188.1,34.8,14.257,0,0,6366,0,237
38,1688.2,24,19.216,34.902,36,3.9062,0,30,47.451,54.51,23.137,38.824,21.569,0,100,2.7451,30,30,201.7,36.2,14.257,0,0,6366,0,237
38,1688.2,24,19.216,34.902,36,3.9062,0,30,47.451,50.196,18.039,33.725,18.039,0,100,0,30,30,201.7,36.2,14.257,0,0,6366,0,237
38,1525,23,18.431,21.569,37,4.6875,-2.3438,21,47.451,50.196,18.039,33.725,18.039,0,100,0,30,8,201.7,36.2,14.257,0,0,6366,0,237
40,1525,23,18.431,21.569,37,4.6875,-2.3438,21,50.98,50.196,18.039,33.725,18.039,0,100,0,30,8,201.7,36.2,14.257,0,0,6366,0,237
40,1525,23,18.431,21.569,37,4.6875,-2.3438,21,50.98,52.157,20.392,36.078,19.608,0,100,1.1765,30,8,212.7,37.5,14.257,0,0,6366,0,237
40,1525,23,18.431,21.569,37,4.6875,-2.3438,21,50.98,52.157,20.392,36.078,19.608,0,100,1.1765,30,8,212.7,37.5,14.257,0,0,6366,0,237
40,1505.2,21,20,30.98,37,3.9062,-7.8125,30,50.98,52.157,20.392,36.078,19.608,0,100,1.1765,30,28,212.7,37.5,14.257,0,0,6366,0,237
42,1505.2,21,20,30.98,37,3.9062,-7.8125,30,55.686,52.157,20.392,36.078,19.608,0,100,1.1765,30,28,212.7,37.5,14.257,0,0,6366,0,237
42,1505.2,21,20,30.98,37,3.9062,-7.8125,30,55.686,52.549,20.784,36.863,20,0,100,1.5686,30,28,222.8,38.9,14.257,0,0,6366,0,237
42,1505.2,21,20,29.02,38,4.6875,-7.0312,30,55.686,52.549,20.784,36.863,20,0,100,1.5686,30,28,222.8,38.9,14.257,0,0,6366,0,237
43,1564,21,20,29.02,38,4.6875,-7.0312,29,55.686,52.549,20.784,36.863,20,0,100,1.5686,30,29,222.8,38.9,14.257,0,0,6366,0,237
43,1564,21,20,29.02,38,4.6875,-7.0312,29,52.157,52.549,20.784,36.863,20,0,100,1.5686,30,29,227.7,39.6,14.277,0,0,6366,0,237
43,1564,21,20,29.02,38,4.6875,-7.0312,29,52.157,52.549,20.784,36.471,20,0,100,1.5686,30,29,227.7,39.6,14.277,0,0,6366,0,237
43,1577.2,22,20,29.412,38,4.6875,-1.5625,29,52.157,52.549,20.784,36.471,20,0,100,1.5686,30,30,227.7,39.6,14.277,0,0,6366,0,237
45,1577.2,22,20,29.412,38,4.6875,-1.5625,29,57.255,52.549,20.784,36.471,20,0,100,1.5686,30,30,227.7,39.6,14.277,0,0,6366,0,237
45,1577.2,22,20,29.412,38,4.6875,-1.5625,29,57.255,52.157,20.784,36.863,20,0,100,1.5686,30,30,237.1,41,14.277,0,0,6366,0,237
45,1577.2,22,20,29.412,38,4.6875,-1.5625,29,57.255,52.157,20.784,36.863,20,0,100,1.5686,30,30,237.1,41,14.277,0,0,6366,0,237
45,1596.8,22,20,28.627,38,4.6875,-3.9062,28,57.255,52.157,20.784,36.863,20,0,100,1.5686,30,30,237.1,41,14.277,0,0,6366,0,237
47,1596.8,22,20,28.627,38,4.6875,-3.9062,28,49.02,52.157,20.784,36.863,20,0,100,1.5686,30,30,237.1,41,14.277,0,0,6366,0,237
47,1596.8,22,20,28.627,38,4.6875,-3.9062,28,49.02,52.157,20.784,36.471,20,0,100,1.5686,30,30,246.1,42.5,14.277,0,0,6366,0,237
47,1596.8,22,20,28.627,39,4.6875,-3.9062,28,49.02,52.157,20.784,36.471,20,0,100,1.5686,30,30,246.1,42.5,14.277,0,0,6366,0,237
47,1622.5,23,19.608,27.843,39,4.6875,-4.6875,27,49.02,52.157,20.784,36.471,20,0,100,1.5686,30,29,246.1,42.5,14.277,0,0,6366,0,237
49,1622.5,23,19.608,27.843,39,4.6875,-4.6875,27,54.118,52.157,20.784,36.471,20,0,100,1.5686,30,29,246.1,42.5,14.277,0,0,6366,0,237
49,1622.5,23,19.608,27.843,39,4.6875,-4.6875,27,54.118,52.157,20.784,36.863,20,0,100,1.5686,30,29,254.6,44,14.257,0,0,6366,0,237
49,1622.5,23,19.608,27.843,40,4.6875,-1.5625,27,54.118,52.157,20.784,36.863,20,0,100,1.5686,30,29,254.6,44,14.257,0,0,6366,0,237
51,1639,24,20,27.843,40,4.6875,-1.5625,28,54.118,52.157,20.784,36.863,20,0,100,1.5686,30,30,254.6,44,14.257,0,0,6366,0,237
51,1639,24,20,27.843,40,4.6875,-1.5625,28,51.765,52.157,20.784,36.863,20,0,100,1.5686,30,30,262.7,45.5,14.257,0,0,6366,0,237
51,1639,24,20,27.843,40,4.6875,-1.5625,28,51.765,52.157,20.784,36.471,19.608,0,100,1.1765,30,30,262.7,45.5,14.257,0,0,6366,0,237
51,1656.2,23,20,27.059,40,4.6875,-0.78125,28,51.765,52.157,20.784,36.471,19.608,0,100,1.1765,30,30,262.7,45.5,14.257,0,0,6366,0,237
53,1656.2,23,20,27.059,40,4.6875,-0.78125,28,51.765,52.157,20.784,36.471,19.608,0,100,1.1765,30,30,262.7,45.5,14.257,0,0,6366,0,237
53,1656.2,23,20,27.059,40,4.6875,-0.78125,28,53.725,50.98,19.216,36.471,19.608,0,100,0.39216,30,30,266.7,46.4,14.238,0,0,6366,0,237
53,1656.2,23,20,27.059,41,4.6875,-0.78125,28,53.725,50.98,19.216,34.902,18.431,0,100,0.39216,30,30,266.7,46.4,14.238,0,0,6366,0,237
53,1593.8,23,18.824,18.824,41,2.3438,-2.3438,19,53.725,50.98,19.216,34.902,18.431,0,100,0.39216,30,15,266.7,46.4,14.238,0,0,6366,0,237
55,1593.8,23,18.824,18.824,41,2.3438,-2.3438,19,55.686,50.98,19.216,34.902,18.431,0,100,0.39216,30,15,266.7,46.4,14.238,0,0,6366,0,237
55,1593.8,23,18.824,18.824,41,2.3438,-2.3438,19,55.686,51.373,20,36.078,19.216,0,100,1.1765,30,15,273.7,48,14.238,0,0,6366,0,237
55,1593.8,23,18.824,24.706,42,2.3438,-2.3438,19,55.686,51.373,20,36.078,19.216,0,100,1.1765,30,15,273.7,48,14.238,0,0,6366,0,237
56,1535.8,22,19.216,24.706,42,4.6875,-1.5625,25,55.686,51.373,20,36.078,19.216,0,100,1.1765,30,27,273.7,48,14.238,0,0,6366,0,237
56,1535.8,22,19.216,24.706,42,4.6875,-1.5625,25,54.902,51.373,20,36.078,19.216,0,100,1.1765,30,27,279.9,49.5,14.238,0,0,6366,0,237
56,1535.8,22,19.216,24.706,42,4.6875,-1.5625,25,54.902,51.765,20.784,36.471,19.608,0,100,1.5686,30,27,279.9,49.5,14.238,0,0,6366,0,237
56,1537.5,21,19.216,27.059,42,4.6875,-7.0312,27,54.902,51.765,20.784,36.471,19.608,0,100,1.5686,30,28,279.9,49.5,14.238,0,0,6366,0,237
58,1537.5,21,19.608,27.059,42,4.6875,-7.0312,27,54.902,51.765,20.784,36.471,19.608,0,100,1.5686,30,28,279.9,49.5,14.238,0,0,6366,0,237
58,1537.5,21,19.608,27.059,42,4.6875,-7.0312,27,52.549,51.765,20.784,36.471,19.608,0,100,1.5686,30,28,285.7,49.5,14.238,0,0,6366,0,237
58,1537.5,21,19.608,27.059,42,4.6875,-7.0312,27,52.549,49.804,16.078,31.765,17.647,0,100,0,30,28,285.7,51.1,14.238,0,0,6367,0,237
58,1188.2,21,19.608,21.569,42,4.6875,-0.78125,23,52.549,49.804,16.078,31.765,17.647,0,100,0,30,28,285.7,51.1,14.238,0,0,6367,0,237
60,1188.2,23,17.647,21.569,42,4.6875,-0.78125,23,52.549,49.804,16.078,31.765,17.647,0,100,0,30,16,285.7,51.1,14.238,0,0,6367,0,237
60,1188.2,23,17.647,21.569,42,4.6875,-0.78125,23,53.725,49.804,16.078,31.765,17.647,0,100,0,30,16,290.7,52.5,14.218,0,0,6367,0,237
60,1188.2,23,17.647,21.569,43,4.6875,-0.78125,23,53.725,49.804,16.078,31.765,17.647,0,100,0,30,16,290.7,52.5,14.218,0,0,6367,0,237
60,1057,19,17.647,25.882,43,4.6875,-2.3438,26,53.725,49.804,16.078,31.765,17.647,0,100,0,30,10,290.7,52.5,14.218,0,0,6367,0,237
62,1057,19,17.647,25.882,43,4.6875,-2.3438,26,54.902,49.804,16.078,31.765,17.647,0,100,0,30,10,290.7,52.5,14.218,0,0,6367,0,237
62,1057,19,17.647,25.882,43,4.6875,-2.3438,26,54.902,49.804,16.078,31.765,17.647,0,100,0,30,10,292.8,53.2,14.238,0,0,6367,0,237
62,1057,19,17.647,25.882,43,4.6875,-2.3438,26,54.902,49.804,16.078,31.765,17.647,0,100,0,30,10,292.8,53.2,14.238,0,0,6367,0,237
64,1007,13,17.647,26.667,43,4.6875,-6.25,27,54.902,49.804,16.078,31.765,17.647,0,100,0,30,7,292.8,53.2,14.238,0,0,6367,0,237
64,1007,13,17.647,26.667,43,4.6875,-6.25,27,56.078,49.804,16.078,31.765,17.647,0,100,0,30,7,296.4,53.2,14.238,0,0,6367,0,237
64,1007,13,17.647,26.667,43,4.6875,-6.25,27,56.078,49.804,16.078,31.765,17.647,0,100,0,30,7,296.4,54.6,13.496,0,0,6367,0,237
64,1007,13,17.647,72.549,43,-1.5625,-10.156,75,56.078,49.804,16.078,31.765,17.647,0,100,0,30,7,296.4,54.6,13.496,0,0,6367,0,237
66,666.25,12,21.569,72.549,43,-1.5625,-10.156,75,56.078,49.804,16.078,31.765,17.647,0,100,0,30,5,296.4,54.6,13.496,0,0,6367,0,237
66,666.25,12,21.569,72.549,43,-1.5625,-10.156,75,51.765,49.804,16.078,31.765,17.647,0,100,0,30,5,300.3,55.9,14.238,0,0,6367,0,237
66,666.25,12,21.569,72.549,44,-1.5625,-10.156,75,51.765,49.804,16.078,31.765,17.647,0,100,0,30,5,300.3,55.9,14.238,0,0,6367,0,237
66,1046.8,16,17.647,25.49,44,4.6875,-9.375,26,51.765,49.804,16.078,31.765,17.647,0,100,0,30,13,300.3,55.9,14.238,0,0,6367,0,237
67,1046.8,16,17.647,25.49,44,4.6875,-9.375,26,47.451,49.804,16.078,31.765,17.647,0,100,0,30,13,300.3,55.9,14.238,0,0,6367,0,237
67,1046.8,16,17.647,25.49,44,4.6875,-9.375,26,47.451,49.804,16.078,31.765,17.647,0,100,0,30,13,304.1,57.4,14.218,0,0,6367,0,237
67,1046.8,16,17.647,25.49,44,4.6875,-9.375,26,47.451,49.412,16.078,31.765,17.647,0,100,0,30,13,304.1,57.4,14.218,0,0,6367,0,237
67,963.25,13,17.647,27.843,44,4.6875,-5.4688,28,47.451,49.412,16.078,31.765,17.647,0,100,0,30,7,304.1,57.4,14.218,0,0,6367,0,237
69,963.25,13,17.647,27.843,44,4.6875,-5.4688,28,54.118,49.412,16.078,31.765,17.647,0,100,0,30,7,304.1,57.4,14.218,0,0,6367,0,237
69,963.25,13,17.647,27.843,45,4.6875,-5.4688,28,54.118,49.412,16.078,31.765,17.647,0,100,0,30,7,307.2,58.7,13.691,0,0,6367,0,237
69,963.25,13,17.647,27.843,45,4.6875,-5.4688,28,54.118,49.412,16.078,31.765,17.647,0,100,0,30,7,307.2,58.7,13.691,0,0,6367,0,237
69,928.75,6,17.647,28.235,45,4.6875,-1.5625,28,54.118,49.412,16.078,31.765,17.647,0,100,0,30,6,307.2,58.7,13.691,0,0,6367,0,237
71,928.75,6,17.647,28.235,45,4.6875,-1.5625,28,60.392,49.412,16.078,31.765,17.647,0,100,0,30,6,307.2,58.7,13.691,0,0,6367,0,237
71,928.75,6,17.647,28.235,45,4.6875,-1.5625,28,60.392,49.412,16.078,31.765,17.647,0,100,0,30,6,308.7,59.4,13.652,0,0,6367,0,237
71,928.75,6,17.647,28.627,45,4.6875,-4.6875,28,60.392,49.412,16.078,31.765,17.647,0,100,0,30,6,308.7,59.4,13.652,0,0,6367,0,237
73,899,3,17.647,28.627,45,4.6875,-4.6875,30,60.392,49.412,16.078,31.765,17.647,0,100,0,30,6,308.7,59.4,13.652,0,0,6367,0,237
73,899,3,17.647,28.627,45,4.6875,-4.6875,30,52.157,49.412,16.078,31.765,17.647,0,100,0,30,6,311.3,60.7,13.652,0,0,6367,0,237
73,899,3,17.647,28.627,45,4.6875,-4.6875,30,52.157,49.412,16.078,31.765,17.647,0,100,0,30,6,311.3,60.7,14.16,0,0,6367,0,237
73,890.5,0,17.647,29.412,45,4.6875,-3.125,29,52.157,49.412,16.078,31.765,17.647,0,100,0,30,3,311.3,60.7,14.16,0,0,6367,0,237
75,890.5,0,17.647,29.412,45,4.6875,-3.125,29,54.902,49.412,16.078,31.765,17.647,0,100,0,30,3,311.3,60.7,14.16,0,0,6367,0,237
75,890.5,0,17.647,29.412,46,4.6875,-3.125,29,54.902,49.412,16.078,31.765,17.647,0,100,0,30,3,313.7,61.9,14.179,0,0,6367,0,237
75,890.5,0,17.647,29.412,46,4.6875,-3.125,29,54.902,49.412,16.078,31.765,17.647,0,100,0,30,3,313.7,61.9,14.179,0,0,6367,0,237
75,917,0,19.608,32.941,46,3.125,-5.4688,43,54.902,49.412,16.078,31.765,17.647,0,100,0,30,14,313.7,61.9,14.179,0,0,6367,0,237
77,917,0,19.608,32.941,46,3.125,-5.4688,43,54.51,49.412,16.078,31.765,17.647,0,100,0,30,14,313.7,61.9,14.179,0,0,6367,0,237
