ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
13,1310.8,0,19.608,29.804,26,4.6875,0,29,24.314,52.157,16.078,31.765,20,0,100,0.78431,33,1,69.2,34.1,14.257,0,0,6786,0,255
13,1310.8,0,19.608,29.804,26,4.6875,0,29,24.314,52.157,16.078,31.765,20,0,100,0.78431,33,1,69.2,34.1,14.257,0,0,6786,0,255
13,1197.5,0,20,35.294,26,3.9062,0,35,24.314,52.157,16.078,31.765,20,0,100,0.78431,33,3,69.2,34.1,14.257,0,0,6786,0,255
15,1197.5,0,20,35.294,26,3.9062,0,35,24.314,52.157,16.078,31.765,20,0,100,0.78431,33,3,69.2,34.1,14.257,0,0,6786,0,255
15,1197.5,0,20,35.294,26,3.9062,0,35,24.314,52.549,16.078,31.765,20,0,100,0.78431,33,3,78.5,34.2,14.277,0,0,6786,0,255
15,1197.5,0,20,34.902,26,3.9062,0,35,24.314,52.549,16.078,31.765,20,0,100,0.78431,33,3,78.5,34.2,14.277,0,0,6786,0,255
17,1257.8,0,20,34.902,26,3.9062,0,34,24.314,52.549,16.078,31.765,20,0,100,0.78431,33,-2,78.5,34.2,14.277,0,0,6786,0,255
17,1257.8,0,20,34.902,27,3.9062,0,34,25.098,52.549,16.078,31.765,20,0,100,0.78431,33,-2,88.9,34.4,14.277,0,0,6786,0,255
17,1257.8,0,20,34.902,27,3.9062,0,34,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,-2,88.9,34.4,14.277,0,0,6786,0,255
17,1286.5,0,20.392,36.471,27,3.125,0,37,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,-4,88.9,34.4,14.277,0,0,6786,0,255
19,1286.5,0,20.392,36.471,27,3.125,0,37,24.314,52.941,16.078,31.765,20.392,0,100,1.1765,33,-4,88.9,34.4,14.277,0,0,6786,0,255
19,1286.5,0,20.392,36.471,28,3.125,0,37,24.314,52.941,16.078,31.765,20.392,0,100,1.1765,33,-4,100,34.7,14.218,0,0,6786,0,255
19,1286.5,0,20.392,36.471,28,3.125,0,37,24.314,52.941,16.078,31.765,20.392,0,100,1.1765,33,-4,100,34.7,14.218,0,0,6786,0,255
19,1177.2,0,20.392,43.137,28,2.3438,0,42,24.314,52.941,16.078,31.765,20.392,0,100,1.1765,33,8,100,34.7,14.218,0,0,6786,0,255
21,1177.2,0,20.392,43.137,28,2.3438,0,42,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,8,100,34.7,14.218,0,0,6786,0,255
21,1177.2,0,20.392,43.137,28,2.3438,0,42,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,8,106,34.9,14.16,0,0,6786,0,255
21,1177.2,0,20.392,41.569,28,2.3438,0,42,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,8,106,34.9,14.16,0,0,6786,0,255
21,1146,0,20.392,41.569,28,2.3438,0,41,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,8,106,34.9,14.16,0,0,6786,0,255
25,1146,0,20.392,41.569,29,2.3438,0,41,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,4,106,34.9,14.16,0,0,6786,0,255
25,1146,0,20.392,41.569,29,2.3438,0,41,25.098,52.941,16.078,31.765,20.392,0,100,1.5686,33,4,131,35.8,14.121,0,0,6786,0,255
25,1146,0,20.392,41.569,29,2.3438,0,41,25.098,53.333,16.078,31.765,20.392,0,100,1.5686,33,4,131,35.8,14.121,0,0,6786,0,255
25,1065.5,0,20.392,45.882,29,1.5625,0,45,25.098,53.333,16.078,31.765,20.392,0,100,1.5686,33,4,131,35.8,14.121,0,0,6786,0,255
26,1065.5,0,20.392,45.882,30,1.5625,0,45,25.882,53.333,16.078,31.765,20.392,0,100,1.5686,33,4,131,35.8,14.121,0,0,6786,0,255
26,1065.5,0,20.392,45.882,30,1.5625,0,45,25.882,52.941,16.078,31.765,20.392,0,100,1.1765,33,4,144.1,36.5,14.121,0,0,6786,0,255
26,1065.5,0,20.392,45.882,30,1.5625,0,45,25.882,52.941,16.078,31.765,20.392,0,100,1.1765,33,4,144.1,36.5,14.121,0,0,6786,0,255
28,1108.5,0,20.392,42.745,30,2.3438,0,42,25.882,52.941,16.078,31.765,20.392,0,100,1.1765,33,-2,144.1,36.5,14.121,0,0,6786,0,255
28,1108.5,0,20.392,42.745,31,2.3438,0,42,25.098,52.941,16.078,31.765,20.392,0,100,1.1765,33,-2,157,36.5,14.121,0,0,6786,0,255
28,1108.5,0,20.392,42.745,31,2.3438,0,42,25.098,52.549,16.078,31.765,20,0,100,0.78431,33,-2,157,37.3,14.082,0,0,6786,0,255
28,915.5,0,20.392,45.49,31,1.5625,0,46,25.098,52.549,16.078,31.765,20,0,100,0.78431,33,-2,157,37.3,14.082,0,0,6786,0,255
30,915.5,0,20,45.49,31,1.5625,0,46,25.098,52.549,16.078,31.765,20,0,100,0.78431,33,6,157,37.3,14.082,0,0,6786,0,255
30,915.5,0,20,45.49,31,1.5625,0,46,22.745,52.549,16.078,31.765,20,0,100,0.78431,33,6,163.2,37.6,14.14,0,0,6786,0,255
30,915.5,0,20,45.49,31,1.5625,0,46,22.745,52.549,16.078,31.765,20,0,100,0.78431,33,6,163.2,37.6,14.14,0,0,6786,0,255
30,928.75,0,20,45.098,31,2.3438,0,45,22.745,52.549,16.078,31.765,20,0,100,0.78431,33,6,163.2,37.6,14.14,0,0,6786,0,255
32,928.75,0,20,45.098,32,2.3438,0,45,22.745,52.549,16.078,31.765,20,0,100,0.78431,33,6,163.2,37.6,14.14,0,0,6786,0,255
32,928.75,0,20,45.098,32,2.3438,0,45,22.745,52.157,16.078,31.765,20,0,100,0.78431,33,6,175,38.5,14.101,0,0,6786,0,255
32,928.75,0,20,45.098,32,2.3438,0,45,22.745,52.157,16.078,31.765,20,0,100,0.78431,33,6,175,38.5,14.101,0,0,6786,0,255
32,928,6,19.608,46.275,32,1.5625,0,45,22.745,52.157,16.078,31.765,20,0,100,0.78431,33,-5,175,38.5,14.101,0,0,6786,0,255
34,928,6,19.608,46.275,33,1.5625,0,45,23.922,52.157,16.078,31.765,20,0,100,0.78431,33,-5,175,38.5,14.101,0,0,6786,0,255
34,928,6,19.608,46.275,33,1.5625,0,45,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,33,-5,186.2,39.4,14.14,0,0,6786,0,255
34,928,6,19.608,37.255,33,1.5625,0,45,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,33,-5,186.2,39.4,14.14,0,0,6786,0,255
36,1021.8,7,19.216,37.255,33,3.125,0,38,23.922,51.765,16.078,31.765,19.608,0,100,0.39216,33,-8,186.2,39.4,14.14,0,0,6786,0,255
36,1021.8,7,19.216,37.255,33,3.125,0,38,28.627,51.765,16.078,31.765,19.608,0,100,0.39216,33,-8,196.4,39.4,14.14,0,0,6786,0,255
36,1021.8,7,19.216,37.255,33,3.125,0,38,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,33,-8,196.4,40.4,14.14,0,0,6786,0,255
36,1004.5,8,19.216,36.863,33,3.125,0,38,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,33,-8,196.4,40.4,14.14,0,0,6786,0,255
37,1004.5,8,19.216,36.863,34,3.125,0,38,28.627,51.765,16.078,31.765,19.216,0,100,0.39216,33,2,196.4,40.4,14.14,0,0,6786,0,255
37,1004.5,8,19.216,36.863,34,3.125,0,38,30.98,51.765,16.078,31.765,19.216,0,100,3.1373,33,2,205.7,41.4,14.14,0,0,6786,0,255
37,1004.5,8,19.216,36.863,34,3.125,0,38,30.98,55.294,22.745,38.431,21.961,0,100,3.1373,33,2,205.7,41.4,14.14,0,0,6786,0,255
37,1425.8,8,22.353,58.824,34,0.78125,-7.0312,58,30.98,55.294,22.745,38.431,21.961,0,100,3.1373,34,22,205.7,41.4,14.14,0,0,6786,0,255
39,1425.8,8,22.353,58.824,35,0.78125,-7.0312,58,30.98,55.294,22.745,38.431,21.961,0,100,3.1373,34,22,205.7,41.4,14.14,0,0,6786,0,255
39,1425.8,8,22.353,58.824,35,0.78125,-7.0312,58,30.98,51.373,16.078,31.765,19.216,0,100,0,34,22,211.4,42.1,14.16,0,0,6786,0,255
39,1425.8,8,22.353,58.824,35,0.78125,-7.0312,58,30.98,51.373,16.078,31.765,19.216,0,100,0,34,22,211.4,42.1,14.16,0,0,6786,0,255
41,962.5,12,23.137,51.765,35,0.78125,-7.8125,67,30.98,51.373,16.078,31.765,19.216,0,100,0,34,-3,211.4,42.1,14.16,0,0,6786,0,255
41,962.5,12,23.137,51.765,35,0.78125,-7.8125,67,18.431,51.373,16.078,31.765,19.216,0,100,0,34,-3,222.8,42.1,14.16,0,0,6786,0,255
41,962.5,12,23.137,51.765,35,0.78125,-7.8125,67,18.431,56.471,23.922,39.608,23.137,0,100,4.3137,34,-3,222.8,43.5,14.003,0,0,6786,0,255
41,962.5,12,23.137,51.765,35,0.78125,-7.8125,67,18.431,56.471,23.922,39.608,23.137,0,100,4.3137,34,-3,222.8,43.5,14.003,0,0,6786,0,255
41,1022.5,20,24.314,61.569,36,0,-7.8125,78,18.431,56.471,23.922,39.608,23.137,0,100,4.3137,34,11,222.8,43.5,14.003,0,0,6786,0,255
45,1022.5,20,24.314,61.569,36,0,-7.8125,78,21.176,56.471,23.922,39.608,23.137,0,100,4.3137,34,11,222.8,43.5,14.003,0,0,6786,0,255
45,1022.5,20,24.314,61.569,36,0,-7.8125,78,21.176,55.686,22.745,38.431,22.353,0,100,3.1373,34,11,251.7,47.8,14.062,0,0,6786,0,255
45,1022.5,20,24.314,58.824,36,0.78125,-3.9062,78,21.176,55.686,22.745,38.431,22.353,0,100,3.1373,34,11,251.7,47.8,14.062,0,0,6786,0,255
47,1278,24,22.353,58.824,36,0.78125,-3.9062,57,21.176,55.686,22.745,38.431,22.353,0,100,3.1373,34,21,251.7,47.8,14.062,0,0,6786,0,255
47,1278,24,22.353,58.824,36,0.78125,-3.9062,57,20.392,55.686,22.745,38.431,22.353,0,100,3.1373,34,21,267.4,50.5,14.14,0,0,6786,0,255
47,1278,24,22.353,58.824,36,0.78125,-3.9062,57,20.392,54.902,21.961,37.647,21.961,0,100,3.1373,34,21,267.4,50.5,14.14,0,0,6786,0,255
47,1397.5,28,21.961,50.196,36,1.5625,-4.6875,49,20.392,54.902,21.961,37.647,21.961,0,100,3.1373,34,22,267.4,50.5,14.14,0,0,6786,0,255
48,1397.5,28,21.961,50.196,36,1.5625,-4.6875,49,23.922,54.902,21.961,37.647,21.961,0,100,3.1373,34,22,267.4,50.5,14.14,0,0,6786,0,255
48,1397.5,28,21.961,50.196,36,1.5625,-4.6875,49,23.922,51.373,16.078,31.765,19.216,0,100,0,34,22,275.2,52.1,14.121,0,0,6786,0,255
48,1397.5,28,21.961,50.196,36,1.5625,-4.6875,49,23.922,51.373,16.078,31.765,19.216,0,100,0,34,22,275.2,52.1,14.121,0,0,6786,0,255
48,1396.8,30,20.392,28.235,37,4.6875,-1.5625,31,23.922,51.373,16.078,31.765,19.216,0,100,0,34,24,275.2,52.1,14.121,0,0,6786,0,255
50,1396.8,30,20.392,28.235,37,4.6875,-1.5625,31,23.922,51.373,16.078,31.765,19.216,0,100,0,34,24,275.2,52.1,14.121,0,0,6786,0,255
50,1396.8,30,20.392,28.235,37,4.6875,-1.5625,31,23.922,52.549,20,35.686,20,0,100,1.1765,34,24,288.7,54.9,14.121,0,0,6786,0,255
50,1396.8,30,20.392,30.588,37,4.6875,0,31,23.922,52.549,20,35.686,20,0,100,1.1765,34,24,288.7,54.9,14.121,0,0,6786,0,255
52,1342.8,28,19.216,30.588,38,4.6875,0,28,23.922,52.549,20,35.686,20,0,100,1.1765,34,19,288.7,54.9,14.121,0,0,6786,0,255
52,1342.8,28,19.216,30.588,38,4.6875,0,28,24.314,52.549,20,35.686,20,0,100,1.1765,34,19,300.1,57.7,14.121,0,0,6786,0,255
52,1342.8,28,19.216,30.588,38,4.6875,0,28,24.314,52.157,19.216,35.294,19.608,0,100,0.78431,34,19,300.1,57.7,14.14,0,0,6786,0,255
52,1292,27,20,35.686,38,3.9062,-3.9062,35,24.314,52.157,19.216,35.294,19.608,0,100,0.78431,34,24,300.1,57.7,14.14,0,0,6786,0,255
54,1292,27,20,35.686,38,3.9062,-3.9062,35,24.314,52.157,19.216,35.294,19.608,0,100,0.78431,34,24,300.1,57.7,14.14,0,0,6786,0,255
54,1292,27,20,35.686,38,3.9062,-3.9062,35,24.314,52.549,19.608,35.686,19.608,0,100,1.1765,34,24,310,60.3,14.14,0,0,6786,0,255
54,1292,27,20,35.686,38,3.9062,-3.9062,35,24.314,52.549,19.608,35.686,20,0,100,1.1765,34,24,310,60.3,14.14,0,0,6786,0,255
54,1285,27,20,35.686,39,3.125,-1.5625,36,24.314,52.549,19.608,35.686,20,0,100,1.1765,34,23,310,60.3,14.14,0,0,6786,0,255
56,1285,27,20,35.686,39,3.125,-1.5625,36,24.314,52.549,19.608,35.686,20,0,100,1.1765,34,23,310,60.3,14.14,0,0,6786,0,255
56,1285,27,20,35.686,39,3.125,-1.5625,36,24.314,52.549,20,35.686,20.392,0,100,1.1765,34,23,314.5,63,14.121,0,0,6786,0,255
56,1285,27,20,36.863,39,3.125,-1.5625,36,24.314,52.549,20,35.686,20.392,0,100,1.1765,34,23,314.5,63,14.121,0,0,6786,0,255
58,1277.2,27,20.392,36.863,40,3.125,-1.5625,36,24.314,52.549,20,35.686,20.392,0,100,1.1765,34,23,314.5,63,14.121,0,0,6786,0,255
58,1277.2,27,20.392,36.863,40,3.125,-1.5625,36,24.314,52.549,20,35.686,20.392,0,100,1.1765,34,23,322.9,64.3,14.121,0,0,6786,0,255
58,1277.2,27,20.392,36.863,40,3.125,-1.5625,36,24.314,51.373,17.255,32.549,18.824,0,100,0,34,23,322.9,64.3,14.14,0,0,6787,0,255
58,1244.5,27,20.392,29.02,40,4.6875,-0.78125,32,24.314,51.373,17.255,32.549,18.824,0,100,0,34,22,322.9,64.3,14.14,0,0,6787,0,255
59,1244.5,27,19.608,29.02,40,4.6875,-0.78125,32,24.314,51.373,17.255,32.549,18.824,0,100,0,34,22,322.9,64.3,14.14,0,0,6787,0,255
59,1244.5,27,19.608,29.02,40,4.6875,-0.78125,32,25.098,52.549,19.608,35.686,18.824,0,100,1.1765,34,22,330.2,66.9,14.121,0,0,6787,0,255
59,1244.5,27,19.608,29.02,40,4.6875,-0.78125,32,25.098,52.549,19.608,35.686,20,0,100,1.1765,34,22,330.2,66.9,14.121,0,0,6787,0,255
59,1248.2,26,21.569,35.294,40,3.125,0.78125,46,25.098,52.549,19.608,35.686,20,0,100,1.1765,34,0,330.2,66.9,14.121,0,0,6787,0,255
61,1248.2,26,21.569,35.294,40,3.125,0.78125,46,25.098,52.549,19.608,35.686,20,0,100,1.1765,34,0,330.2,66.9,14.121,0,0,6787,0,255
61,1248.2,26,21.569,35.294,40,3.125,0.78125,46,24.314,52.941,19.608,35.686,20,0,100,1.5686,34,0,337,69.4,14.14,0,0,6787,0,255
61,1248.2,26,21.569,35.294,40,3.125,0.78125,46,24.314,52.941,20.392,36.471,20.784,0,100,1.5686,34,0,337,69.4,14.14,0,0,6787,0,255
61,1271,27,20.392,40.784,41,3.125,-2.3438,40,24.314,52.941,20.392,36.471,20.784,0,100,1.5686,34,22,337,69.4,14.14,0,0,6787,0,255
63,1271,27,20.392,40.784,41,3.125,-2.3438,40,22.745,52.941,20.392,36.471,20.784,0,100,1.5686,34,22,337,69.4,14.14,0,0,6787,0,255
63,1271,27,20.392,40.784,41,3.125,-2.3438,40,22.745,51.373,16.078,31.765,18.824,0,100,0,34,22,343.7,72.1,14.121,0,0,6787,0,255
63,1271,27,20.392,29.02,41,3.125,-2.3438,40,22.745,51.373,16.078,31.765,18.824,0,100,0,34,22,343.7,72.1,14.121,0,0,6787,0,255
65,1223.2,26,18.824,29.02,41,4.6875,-2.3438,30,22.745,51.373,16.078,31.765,18.824,0,100,0,34,11,343.7,72.1,14.121,0,0,6787,0,255
65,1223.2,26,18.824,29.02,41,4.6875,-2.3438,30,23.922,51.373,16.078,31.765,18.824,0,100,0,34,11,346.7,72.1,14.121,0,0,6787,0,255
65,1223.2,26,18.824,29.02,41,4.6875,-2.3438,30,23.922,51.373,16.078,31.765,18.824,0,100,0,34,11,346.7,73.3,14.121,0,0,6787,0,255
65,1083.5,24,18.824,30.588,41,4.6875,-2.3438,30,23.922,51.373,16.078,31.765,18.824,0,100,0,34,11,346.7,73.3,14.121,0,0,6787,0,255
67,1083.5,24,18.824,30.588,41,4.6875,-2.3438,30,23.922,51.373,16.078,31.765,18.824,0,100,0,34,11,346.7,73.3,14.121,0,0,6787,0,255
67,1083.5,24,18.824,30.588,41,4.6875,-2.3438,30,24.314,51.373,16.078,31.765,18.824,0,100,0,34,11,351.9,75.8,14.101,0,0,6787,0,255
67,1083.5,24,18.824,30.588,41,4.6875,-2.3438,30,24.314,51.373,16.078,31.765,18.824,0,100,0,34,11,351.9,75.8,14.101,0,0,6787,0,255
67,992,24,18.824,34.902,42,3.9062,-3.9062,34,24.314,51.373,16.078,31.765,18.824,0,100,0,34,8,351.9,75.8,14.101,0,0,6787,0,255
69,992,24,18.824,34.902,42,3.9062,-3.9062,34,24.314,51.373,16.078,31.765,18.824,0,100,0,34,8,351.9,75.8,14.101,0,0,6787,0,255
69,992,24,18.824,34.902,42,3.9062,-3.9062,34,24.314,51.373,16.078,31.765,18.824,0,100,0,34,8,356.2,78.1,14.082,0,0,6787,0,255
69,992,24,18.824,34.902,42,3.9062,-3.9062,34,24.314,51.373,16.078,31.765,18.824,0,100,0,34,8,356.2,78.1,14.082,0,0,6787,0,255
71,966.25,20,18.824,35.686,42,3.9062,-0.78125,35,24.314,51.373,16.078,31.765,18.824,0,100,0,34,4,356.2,78.1,14.082,0,0,6787,0,255
71,966.25,20,18.824,35.686,42,3.9062,-0.78125,35,25.882,51.373,16.078,31.765,18.824,0,100,0,34,4,360.1,78.1,14.082,0,0,6787,0,255
71,966.25,20,18.824,35.686,42,3.9062,-0.78125,35,25.882,51.373,16.078,31.765,18.824,0,100,0,34,4,360.1,80.3,14.042,0,0,6787,0,255
71,966.25,20,18.824,35.686,43,3.9062,-0.78125,35,25.882,51.373,16.078,31.765,18.824,0,100,0,34,4,360.1,80.3,14.042,0,0,6787,0,255
71,948.25,12,18.824,36.863,43,3.125,-0.78125,37,25.882,51.373,16.078,31.765,18.824,0,100,0,34,2,360.1,80.3,14.042,0,0,6787,0,255
73,948.25,12,18.824,36.863,43,3.125,-0.78125,37,25.882,51.373,16.078,31.765,18.824,0,100,0,34,2,360.1,80.3,14.042,0,0,6787,0,255
73,948.25,12,18.824,36.863,43,3.125,-0.78125,37,25.882,51.373,16.078,31.765,18.824,0,100,0,34,2,363.5,82.5,14.042,0,0,6787,0,255
73,948.25,12,18.824,37.255,43,3.125,-3.9062,37,25.882,51.373,16.078,31.765,18.824,0,100,0,34,2,363.5,82.5,14.042,0,0,6787,0,255
74,945.25,5,18.824,37.255,43,3.125,-3.9062,36,25.882,51.373,16.078,31.765,18.824,0,100,0,34,2,363.5,82.5,14.042,0,0,6787,0,255
74,945.25,5,18.824,37.255,43,3.125,-3.9062,36,26.275,51.373,16.078,31.765,18.824,0,100,0,34,2,366.8,84.6,14.062,0,0,6787,0,255
74,945.25,5,18.824,37.255,43,3.125,-3.9062,36,26.275,50.98,16.078,31.765,18.824,0,100,0,34,2,366.8,84.6,14.062,0,0,6787,0,255
74,933.5,3,18.824,37.255,43,3.125,0,36,26.275,50.98,16.078,31.765,18.824,0,100,0,34,2,366.8,84.6,14.062,0,0,6787,0,255
76,933.5,3,18.824,37.255,43,3.125,0,36,25.882,50.98,16.078,31.765,18.824,0,100,0,34,2,366.8,84.6,14.062,0,0,6787,0,255
76,933.5,3,18.824,37.255,43,3.125,0,36,25.882,51.373,16.078,31.765,20.392,0,100,0.39216,34,2,368.3,85.7,14.082,0,0,6787,0,255
76,933.5,3,18.824,37.255,44,3.125,0,36,25.882,51.373,16.078,31.765,20.392,0,100,0.39216,34,2,368.3,85.7,14.082,0,0,6787,0,255
76,668.75,0,18.824,47.451,44,1.5625,-3.125,53,25.882,51.373,16.078,31.765,20.392,0,100,0.39216,35,9,368.3,85.7,14.082,0,0,6787,0,255
78,668.75,0,18.824,47.451,44,1.5625,-3.125,53,25.098,51.373,16.078,31.765,20.392,0,100,0.39216,35,9,368.3,85.7,14.082,0,0,6787,0,255
78,668.75,0,18.824,47.451,44,1.5625,-3.125,53,25.098,54.118,21.961,38.039,21.176,0,100,2.3529,35,9,371.9,87.9,14.082,0,0,6787,0,255
78,668.75,0,18.824,53.333,44,0.78125,-2.3438,53,25.098,54.118,21.961,38.039,21.176,0,100,2.3529,35,9,371.9,87.9,14.082,0,0,6787,0,255
