ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
3,1103,0,17.647,24.314,35,5.4688,0,24,26.275,49.804,16.078,31.765,17.647,0,100,0,40,11,51.8,50.6,12.753,0,0,6944,0,255
3,1103,0,17.647,24.314,35,5.4688,0,24,26.275,49.02,16.078,31.765,17.255,0,100,0,40,11,51.8,50.6,12.753,0,0,6944,0,255
3,825.75,0,17.255,29.02,35,5.4688,0,30,26.275,49.02,16.078,31.765,17.255,0,100,0,41,10,51.8,50.6,12.753,0,0,6944,0,255
5,825.75,0,17.255,29.02,35,5.4688,0,30,26.275,49.02,16.078,31.765,17.255,0,100,0,41,10,51.8,50.6,12.753,0,0,6944,0,255
5,825.75,0,17.255,29.02,35,5.4688,0,30,26.275,49.412,16.078,31.765,17.647,0,100,0,41,10,54.1,50.6,13.085,0,0,6944,0,255
5,825.75,0,17.255,29.02,35,5.4688,0,30,26.275,49.412,16.078,31.765,17.647,0,100,0,41,10,54.1,50.6,13.085,0,0,6944,0,255
6,623.25,0,17.647,40.392,35,3.125,0,42,26.275,49.412,16.078,31.765,17.647,0,100,0,41,10,54.1,50.6,13.085,0,0,6944,0,255
6,623.25,0,17.647,40.392,36,3.125,0,42,26.275,49.412,16.078,31.765,17.647,0,100,0,41,10,54.1,50.6,13.085,0,0,6944,0,255
6,623.25,0,17.647,40.392,36,3.125,0,42,26.275,49.804,16.078,31.765,17.647,0,100,0,41,10,55.6,50.6,14.003,0,0,6944,0,255
6,623.25,0,17.647,36.863,36,4.6875,0,42,26.275,49.804,16.078,31.765,17.647,0,100,0,41,10,55.6,50.6,14.003,0,0,6944,0,255
8,739,0,17.647,36.863,36,4.6875,0,35,26.275,49.804,16.078,31.765,17.647,0,100,0,42,-4,55.6,50.6,14.003,0,0,6944,0,255
8,739,0,17.647,36.863,36,4.6875,0,35,26.275,49.804,16.078,31.765,17.647,0,100,0,42,-4,59.3,50.6,13.984,0,0,6944,0,255
8,739,0,17.647,36.863,36,4.6875,0,35,26.275,49.804,16.078,31.765,18.039,0,100,0,42,-4,59.3,50.6,13.984,0,0,6944,0,255
8,736.5,0,19.216,43.529,36,-0.78125,0,48,26.275,49.804,16.078,31.765,18.039,0,100,0,42,1,59.3,50.6,13.984,0,0,6944,0,255
10,736.5,0,19.216,43.529,36,-0.78125,0,48,27.059,49.804,16.078,31.765,18.039,0,100,0,42,1,59.3,50.6,13.984,0,0,6944,0,255
10,736.5,0,19.216,43.529,36,-0.78125,0,48,27.059,51.373,16.078,31.765,19.216,0,100,0,42,1,64,50.6,13.808,0,0,6944,0,255
10,736.5,0,19.216,43.529,36,-0.78125,0,48,27.059,51.373,16.078,31.765,19.216,0,100,0,42,1,64,50.6,13.808,0,0,6944,0,255
10,748.25,0,19.608,50.196,36,-2.3438,0,52,27.059,51.373,16.078,31.765,19.216,0,100,0,42,-1,64,50.6,13.808,0,0,6944,0,255
15,748.25,0,19.608,50.196,37,-2.3438,0,52,27.059,51.373,16.078,31.765,19.216,0,100,0,42,-1,64,50.6,13.808,0,0,6944,0,255
15,748.25,0,19.608,50.196,37,-2.3438,0,52,23.922,52.157,16.078,31.765,19.216,0,100,0.39216,42,-1,82.1,50.7,13.867,0,0,6944,0,255
15,748.25,0,19.608,50.196,37,-2.3438,0,52,23.922,52.157,16.078,31.765,19.608,0,100,0.39216,42,-1,82.1,50.7,13.867,0,0,6944,0,255
15,797.5,0,19.608,50.98,37,-2.3438,0,50,23.922,52.157,16.078,31.765,19.608,0,100,0.39216,42,-6,82.1,50.7,13.867,0,0,6944,0,255
17,797.5,0,19.608,50.98,38,-2.3438,0,50,25.882,52.157,16.078,31.765,19.608,0,100,0.39216,42,-6,82.1,50.7,13.867,0,0,6944,0,255
17,797.5,0,19.608,50.98,38,-2.3438,0,50,25.882,52.157,16.078,31.765,20,0,100,0.78431,42,-6,86.5,50.7,13.75,0,0,6944,0,255
17,797.5,0,19.608,56.078,38,-2.3438,0,50,25.882,52.157,16.078,31.765,20,0,100,0.78431,42,-6,86.5,50.7,13.75,0,0,6944,0,255
18,729.5,0,20,56.078,38,-2.3438,0,55,25.882,52.157,16.078,31.765,20,0,100,0.78431,42,5,86.5,50.7,13.75,0,0,6944,0,255
18,729.5,0,20,56.078,38,-2.3438,0,55,25.882,52.157,16.078,31.765,20,0,100,0.78431,42,5,96,50.9,13.75,0,0,6944,0,255
18,729.5,0,20,56.078,38,-2.3438,0,55,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,5,96,50.9,13.906,0,0,6944,0,255
18,896.75,0,20,50.588,38,-2.3438,0,49,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,-9,96,50.9,13.906,0,0,6944,0,255
20,896.75,0,20,50.588,38,-2.3438,0,49,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,-9,96,50.9,13.906,0,0,6944,0,255
20,896.75,0,20,50.588,39,-2.3438,0,49,27.843,52.549,16.078,31.765,20,0,100,0.78431,42,-9,106.2,51.1,13.847,0,0,6944,0,255
20,896.75,0,20,50.588,39,-2.3438,0,49,27.843,52.157,16.078,31.765,20,0,100,0.78431,42,-9,106.2,51.1,13.847,0,0,6944,0,255
20,810.75,0,20,51.373,39,-2.3438,0,53,27.843,52.157,16.078,31.765,20,0,100,0.78431,42,4,106.2,51.1,13.847,0,0,6944,0,255
22,810.75,0,20,51.373,40,-2.3438,0,53,25.882,52.157,16.078,31.765,20,0,100,0.78431,42,4,106.2,51.1,13.847,0,0,6944,0,255
22,810.75,0,20,51.373,40,-2.3438,0,53,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,4,116.7,51.4,13.847,0,0,6944,0,255
22,810.75,0,20,51.373,40,-2.3438,0,53,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,4,116.7,51.4,13.847,0,0,6944,0,255
22,839.75,0,20,52.157,40,-2.3438,0,51,25.882,52.549,16.078,31.765,20,0,100,0.78431,42,-2,116.7,51.4,13.847,0,0,6944,0,255
24,839.75,0,20,52.157,40,-2.3438,0,51,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,116.7,51.4,13.847,0,0,6944,0,255
24,839.75,0,20,52.157,40,-2.3438,0,51,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,127.6,51.7,13.886,0,0,6944,0,255
24,839.75,0,20,51.373,40,-2.3438,0,51,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,127.6,51.7,13.886,0,0,6944,0,255
26,838.25,0,20,51.373,40,-2.3438,0,53,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,127.6,51.7,13.886,0,0,6944,0,255
26,838.25,0,20,51.373,41,-2.3438,0,53,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,133.1,51.9,13.886,0,0,6944,0,255
26,838.25,0,20,51.373,41,-2.3438,0,53,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,-2,133.1,51.9,13.886,0,0,6944,0,255
26,825,4,20,52.549,41,-2.3438,0,54,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,0,133.1,51.9,13.886,0,0,6944,0,255
28,825,4,20,52.549,41,-2.3438,0,54,22.745,52.549,16.078,31.765,20,0,100,0.78431,42,0,133.1,51.9,13.886,0,0,6944,0,255
28,825,4,20,52.549,41,-2.3438,0,54,22.745,51.765,16.078,31.765,20,0,100,0.39216,42,0,144.1,52.4,13.847,0,0,6944,0,255
28,825,4,20,52.549,41,-2.3438,0,54,22.745,51.765,16.078,31.765,19.216,0,100,0.39216,42,0,144.1,52.4,13.847,0,0,6944,0,255
28,863.25,7,19.216,42.745,41,2.3438,3.125,42,22.745,51.765,16.078,31.765,19.216,0,100,0.39216,42,-5,144.1,52.4,13.847,0,0,6944,0,255
30,863.25,7,19.216,42.745,42,2.3438,3.125,42,23.922,51.765,16.078,31.765,19.216,0,100,0.39216,42,-5,144.1,52.4,13.847,0,0,6944,0,255
30,863.25,7,19.216,42.745,42,2.3438,3.125,42,23.922,51.373,18.039,33.725,19.216,0,100,0,42,-5,154.5,52.9,13.925,0,0,6944,0,255
30,863.25,7,19.216,42.745,42,2.3438,3.125,42,23.922,51.373,18.039,33.725,19.216,0,100,0,42,-5,154.5,52.9,13.925,0,0,6944,0,255
30,1176.5,10,19.216,29.804,42,5.4688,2.3438,31,23.922,51.373,18.039,33.725,19.216,0,100,0,42,10,154.5,52.9,13.925,0,0,6944,0,255
33,1176.5,10,19.216,29.804,43,5.4688,2.3438,31,34.118,51.373,18.039,33.725,19.216,0,100,0,42,10,154.5,52.9,13.925,0,0,6944,0,255
33,1176.5,10,19.216,29.804,43,5.4688,2.3438,31,34.118,52.941,16.078,31.765,19.216,0,100,1.5686,42,10,174,54.1,13.632,0,0,6944,0,255
33,1176.5,10,19.216,56.078,43,5.4688,2.3438,31,34.118,52.941,16.078,31.765,19.216,0,100,1.5686,42,10,174,54.1,13.632,0,0,6944,0,255
35,709.25,9,19.216,56.078,43,-2.3438,2.3438,53,34.118,52.941,16.078,31.765,19.216,0,100,1.5686,43,7,174,54.1,13.632,0,0,6944,0,255
35,709.25,9,19.216,56.078,43,-2.3438,2.3438,53,32.157,52.941,16.078,31.765,19.216,0,100,1.5686,43,7,178.6,54.4,13.632,0,0,6944,0,255
35,709.25,9,19.216,56.078,43,-2.3438,2.3438,53,32.157,54.51,21.569,37.647,21.569,0,100,2.3529,43,7,178.6,54.4,13.828,0,0,6944,0,255
35,825,10,19.216,72.157,43,-3.9062,7.8125,73,32.157,54.51,21.569,37.647,21.569,0,100,2.3529,43,7,178.6,54.4,13.828,0,0,6944,0,255
37,825,10,21.961,72.157,44,-3.9062,7.8125,73,32.157,54.51,21.569,37.647,21.569,0,100,2.3529,43,5,178.6,54.4,13.828,0,0,6944,0,255
37,825,10,21.961,72.157,44,-3.9062,7.8125,73,25.098,55.294,21.569,37.647,21.569,0,100,3.1373,43,5,188.7,55.1,13.867,0,0,6944,0,255
37,825,10,21.961,72.157,44,-3.9062,7.8125,73,25.098,55.294,22.745,38.824,22.353,0,100,3.1373,43,5,188.7,55.1,13.867,0,0,6944,0,255
37,1228.8,14,22.745,64.314,44,-3.125,10.938,62,25.098,55.294,22.745,38.824,22.353,0,100,3.1373,42,15,188.7,55.1,13.867,0,0,6944,0,255
39,1228.8,14,22.745,64.314,45,-3.125,10.938,62,25.098,55.294,22.745,38.824,22.353,0,100,3.1373,42,15,188.7,55.1,13.867,0,0,6944,0,255
39,1228.8,14,22.745,64.314,45,-3.125,10.938,62,25.098,51.373,16.078,31.765,19.216,0,100,0,42,15,201.9,56.4,13.906,0,0,6944,0,255
39,1228.8,14,22.745,30.196,45,-3.125,10.938,62,25.098,51.373,16.078,31.765,19.216,0,100,0,42,15,201.9,56.4,13.906,0,0,6944,0,255
39,1075.8,19,21.176,30.196,45,5.4688,4.6875,32,25.098,51.373,16.078,31.765,19.216,0,100,0,42,15,201.9,56.4,13.906,0,0,6944,0,255
41,1075.8,19,21.176,30.196,45,5.4688,4.6875,32,22.745,51.373,16.078,31.765,19.216,0,100,0,42,15,201.9,56.4,13.906,0,0,6944,0,255
41,1075.8,19,21.176,30.196,45,5.4688,4.6875,32,22.745,56.863,23.529,39.608,23.137,0,100,4.3137,42,15,215.5,57.8,13.867,0,0,6944,0,255
41,1075.8,19,21.176,30.196,45,5.4688,4.6875,32,22.745,56.863,23.529,39.608,23.137,0,100,4.3137,42,15,215.5,57.8,13.867,0,0,6944,0,255
43,1182.8,21,22.745,69.02,46,-3.9062,9.375,66,22.745,56.863,23.529,39.608,23.137,0,100,4.3137,42,13,215.5,57.8,13.867,0,0,6944,0,255
43,1182.8,21,22.745,69.02,46,-3.9062,9.375,66,22.745,56.863,23.529,39.608,23.137,0,100,4.3137,42,13,231.6,57.8,13.867,0,0,6944,0,255
43,1182.8,21,22.745,69.02,46,-3.9062,9.375,66,22.745,56.078,22.745,38.824,22.745,0,100,3.5294,42,13,231.6,59.7,13.906,0,0,6944,0,255
43,1182.8,21,22.745,55.294,46,-2.3438,0.78125,53,22.745,56.078,22.745,38.824,22.745,0,100,3.5294,42,13,231.6,59.7,13.906,0,0,6944,0,255
45,1347.5,26,21.569,55.294,46,-2.3438,0.78125,53,22.745,56.078,22.745,38.824,22.745,0,100,3.5294,42,17,231.6,59.7,13.906,0,0,6944,0,255
45,1347.5,26,21.569,55.294,46,-2.3438,0.78125,53,23.922,56.078,22.745,38.824,22.745,0,100,0,42,17,239.9,60.8,13.906,0,0,6944,0,255
45,1347.5,26,21.569,55.294,46,-2.3438,0.78125,53,23.922,51.373,17.255,33.333,19.216,0,100,0,42,17,239.9,60.8,13.906,0,0,6944,0,255
45,1312.5,28,19.216,29.02,46,3.9062,-1.5625,30,23.922,51.373,17.255,33.333,19.216,0,100,0,42,4,239.9,60.8,13.906,0,0,6944,0,255
46,1312.5,28,19.216,29.02,46,3.9062,-1.5625,30,23.922,51.373,17.255,33.333,19.216,0,100,0,42,4,239.9,60.8,13.906,0,0,6944,0,255
46,1312.5,28,19.216,29.02,46,3.9062,-1.5625,30,23.922,52.157,19.216,34.902,19.608,0,100,0.78431,42,4,254,62.8,13.945,0,0,6944,0,255
46,1312.5,28,19.216,29.02,46,3.9062,-1.5625,30,23.922,52.157,19.216,34.902,19.608,0,100,0.78431,42,4,254,62.8,13.945,0,0,6944,0,255
48,1239,27,19.608,34.118,47,3.9062,-0.78125,33,23.922,52.157,19.216,34.902,19.608,0,100,0.78431,42,4,254,62.8,13.945,0,0,6944,0,255
48,1239,27,19.608,34.118,47,3.9062,-0.78125,33,26.275,52.157,19.216,34.902,19.608,0,100,0.78431,42,4,254,62.8,13.945,0,0,6944,0,255
48,1239,27,19.608,34.118,47,3.9062,-0.78125,33,26.275,51.373,18.039,33.725,19.216,0,100,0,42,4,265.8,64.8,13.906,0,0,6944,0,255
48,1239,27,19.608,32.157,47,3.9062,-1.5625,33,26.275,51.373,18.039,33.725,19.216,0,100,0,42,4,265.8,64.8,13.906,0,0,6944,0,255
50,1165.5,25,19.216,32.157,48,3.9062,-1.5625,33,26.275,51.373,18.039,33.725,19.216,0,100,0,42,2,265.8,64.8,13.906,0,0,6944,0,255
50,1165.5,25,19.216,32.157,48,3.9062,-1.5625,33,25.882,51.373,18.039,33.725,19.216,0,100,0,42,2,265.8,64.8,13.906,0,0,6944,0,255
50,1165.5,25,19.216,32.157,48,3.9062,-1.5625,33,25.882,51.373,17.647,33.333,19.216,0,100,0,42,2,275.5,66.6,13.886,0,0,6944,0,255
50,1165.5,25,19.216,33.725,49,3.9062,0,33,25.882,51.373,17.647,33.333,19.216,0,100,0,42,2,275.5,66.6,13.886,0,0,6944,0,255
52,1101.5,24,19.216,33.725,49,3.9062,0,33,25.882,51.373,17.647,33.333,19.216,0,100,0,43,6,275.5,66.6,13.886,0,0,6944,0,255
52,1101.5,24,19.216,33.725,49,3.9062,0,33,25.882,51.373,17.647,33.333,19.216,0,100,0,43,6,283.7,68.3,13.886,0,0,6944,0,255
52,1101.5,24,19.216,33.725,49,3.9062,0,33,25.882,51.373,16.078,31.765,19.216,0,100,0,43,6,283.7,68.3,13.75,0,0,6944,0,255
52,1061.5,22,19.216,34.902,50,3.9062,1.5625,35,25.882,51.373,16.078,31.765,19.216,0,100,0,43,5,283.7,68.3,13.75,0,0,6944,0,255
54,1061.5,22,19.216,34.902,50,3.9062,1.5625,35,25.882,51.373,16.078,31.765,19.216,0,100,0,43,5,283.7,68.3,13.75,0,0,6944,0,255
54,1061.5,22,19.216,34.902,50,3.9062,1.5625,35,26.275,51.373,16.078,31.765,19.216,0,100,0,43,5,287.4,69.2,13.867,0,0,6944,0,255
54,1061.5,22,19.216,34.902,50,3.9062,1.5625,35,26.275,51.373,16.078,31.765,19.216,0,100,0,43,5,287.4,69.2,13.867,0,0,6944,0,255
54,1033.5,22,19.216,36.078,50,3.9062,2.3438,36,26.275,51.373,16.078,31.765,19.216,0,100,0,43,3,287.4,69.2,13.867,0,0,6944,0,255
56,1033.5,22,19.216,36.078,50,3.9062,2.3438,36,25.882,51.373,16.078,31.765,19.216,0,100,0,43,3,287.4,69.2,13.867,0,0,6944,0,255
56,1033.5,22,19.216,36.078,50,3.9062,2.3438,36,25.882,51.373,16.078,31.765,19.216,0,100,0,43,3,294.1,70.8,13.867,0,0,6944,0,255
56,1033.5,22,19.216,36.471,50,3.9062,-1.5625,36,25.882,51.373,16.078,31.765,19.216,0,100,0,43,3,294.1,70.8,13.867,0,0,6944,0,255
57,1011.5,20,19.216,36.471,50,3.9062,-1.5625,37,25.882,51.373,16.078,31.765,19.216,0,100,0,43,3,294.1,70.8,13.867,0,0,6944,0,255
57,1011.5,20,19.216,36.471,50,3.9062,-1.5625,37,24.314,51.373,16.078,31.765,19.216,0,100,0,43,3,300.1,72.5,13.867,0,0,6944,0,255
57,1011.5,20,19.216,36.471,50,3.9062,-1.5625,37,24.314,51.373,16.078,31.765,19.216,0,100,0,43,3,300.1,72.5,13.867,0,0,6944,0,255
57,996,16,19.216,37.255,51,3.9062,0,36,24.314,51.373,16.078,31.765,19.216,0,100,0,43,2,300.1,72.5,13.867,0,0,6944,0,255
59,996,16,19.216,37.255,51,3.9062,0,36,24.314,51.373,16.078,31.765,19.216,0,100,0,43,2,300.1,72.5,13.867,0,0,6944,0,255
59,996,16,19.216,37.255,51,3.9062,0,36,24.314,51.373,16.078,31.765,19.216,0,100,0,43,2,305.6,74,13.886,0,0,6944,0,255
59,996,16,19.216,37.255,51,3.9062,0,36,24.314,51.373,16.078,31.765,19.216,0,100,0,43,2,305.6,74,13.886,0,0,6945,0,255
59,993.75,10,19.216,37.255,51,3.9062,0.78125,37,24.314,51.373,16.078,31.765,19.216,0,100,0,43,0,305.6,74,13.886,0,0,6945,0,255
61,993.75,10,19.216,37.255,51,3.9062,0.78125,37,24.314,51.373,16.078,31.765,19.216,0,100,0,43,0,305.6,74,13.886,0,0,6945,0,255
61,993.75,10,19.216,37.255,51,3.9062,0.78125,37,31.765,51.373,16.078,31.765,19.216,0,100,0,43,0,308.2,75.6,13.867,0,0,6945,0,255
61,993.75,10,19.216,37.255,51,3.9062,0.78125,37,31.765,51.373,16.078,31.765,19.216,0,100,0,43,0,308.2,75.6,13.867,0,0,6945,0,255
61,983.5,5,19.216,37.647,52,3.9062,1.5625,37,31.765,51.373,16.078,31.765,19.216,0,100,0,43,1,308.2,75.6,13.867,0,0,6945,0,255
63,983.5,5,19.216,37.647,52,3.9062,1.5625,37,30.98,51.373,16.078,31.765,19.216,0,100,0,43,1,308.2,75.6,13.867,0,0,6945,0,255
63,983.5,5,19.216,37.647,52,3.9062,1.5625,37,30.98,51.373,16.078,31.765,19.216,0,100,0,43,1,313.2,76.4,13.886,0,0,6945,0,255
63,983.5,5,19.216,50.588,52,3.9062,1.5625,37,30.98,51.373,16.078,31.765,19.216,0,100,0,43,1,313.2,76.4,13.886,0,0,6945,0,255
65,803.75,3,19.216,50.588,52,3.9062,1.5625,50,30.98,51.373,16.078,31.765,19.216,0,100,0,43,7,313.2,76.4,13.886,0,0,6945,0,255
65,803.75,3,19.216,50.588,52,3.9062,1.5625,50,27.843,51.373,16.078,31.765,19.216,0,100,0,43,7,317.9,76.4,13.886,0,0,6945,0,255
65,803.75,3,19.216,50.588,52,3.9062,1.5625,50,27.843,55.686,23.529,39.216,22.353,0,100,3.5294,43,7,317.9,77.9,13.906,0,0,6945,0,255
65,1388.2,7,19.216,60,53,-2.3438,6.25,54,27.843,55.686,23.529,39.216,22.353,0,100,3.5294,43,7,317.9,77.9,13.906,0,0,6945,0,255
67,1388.2,7,21.569,60,53,-2.3438,6.25,54,27.843,55.686,23.529,39.216,22.353,0,100,3.5294,43,17,317.9,77.9,13.906,0,0,6945,0,255
67,1388.2,7,21.569,60,53,-2.3438,6.25,54,26.275,55.686,23.529,39.216,22.353,0,100,0,43,17,324.7,80,13.906,0,0,6945,0,255
67,1388.2,7,21.569,60,53,-2.3438,6.25,54,26.275,51.373,16.078,31.765,19.216,0,100,0,43,17,324.7,80,13.906,0,0,6945,0,255
67,1307.8,12,20.392,27.059,53,3.9062,3.9062,28,26.275,51.373,16.078,31.765,19.216,0,100,0,43,13,324.7,80,13.906,0,0,6945,0,255
68,1307.8,12,20.392,27.059,53,3.9062,3.9062,28,21.176,51.373,16.078,31.765,19.216,0,100,0,43,13,324.7,80,13.906,0,0,6945,0,255
68,1307.8,12,20.392,27.059,53,3.9062,3.9062,28,21.176,51.373,16.471,33.333,19.216,0,100,0,43,13,331.2,82.2,13.847,0,0,6945,0,255
68,1307.8,12,20.392,27.059,53,3.9062,3.9062,28,21.176,51.373,16.471,33.333,19.216,0,100,0,43,13,331.2,82.2,13.847,0,0,6945,0,255
68,1007,13,18.824,46.275,53,3.9062,-0.78125,38,21.176,51.373,16.471,33.333,19.216,0,100,0,43,15,331.2,82.2,13.847,0,0,6945,0,255
72,1007,13,18.824,46.275,53,3.9062,-0.78125,38,24.314,51.373,16.471,33.333,19.216,0,100,0,43,15,331.2,82.2,13.847,0,0,6945,0,255
72,1007,13,18.824,46.275,53,3.9062,-0.78125,38,24.314,52.157,21.569,37.647,19.608,0,100,0.78431,43,15,340,85.4,13.964,0,0,6945,0,255
72,1007,13,18.824,46.275,54,3.9062,-0.78125,38,24.314,52.157,21.569,37.647,19.608,0,100,0.78431,43,15,340,85.4,13.964,0,0,6945,0,255
72,1305.2,19,17.255,23.922,54,3.9062,-5.4688,23,24.314,52.157,21.569,37.647,19.608,0,100,0.78431,43,17,340,85.4,13.964,0,0,6945,0,255
74,1305.2,19,17.255,23.922,54,3.9062,-5.4688,23,23.922,52.157,21.569,37.647,19.608,0,100,0.78431,43,17,340,85.4,13.964,0,0,6945,0,255
74,1305.2,19,17.255,23.922,54,3.9062,-5.4688,23,23.922,49.02,16.078,31.765,17.255,0,100,0,43,17,345.3,87.5,13.964,0,0,6945,0,255
74,1305.2,19,17.255,20.784,55,3.9062,0,23,23.922,49.02,16.078,31.765,17.255,0,100,0,43,17,345.3,87.5,13.964,0,0,6945,0,255
76,1203,18,16.863,20.784,55,3.9062,0,21,23.922,49.02,16.078,31.765,17.255,0,100,0,43,3,345.3,87.5,13.964,0,0,6945,0,255
76,1203,18,16.863,20.784,55,3.9062,0,21,24.314,49.02,16.078,31.765,17.255,0,100,0,43,3,349.1,89.4,13.945,0,0,6945,0,255
76,1203,18,16.863,20.784,55,3.9062,0,21,24.314,48.627,16.078,31.765,16.863,0,100,0,43,3,349.1,89.4,13.945,0,0,6945,0,255
76,1122.5,16,19.216,27.059,55,3.9062,3.9062,30,24.314,48.627,16.078,31.765,16.863,0,100,0,43,2,349.1,89.4,13.945,0,0,6945,0,255
78,1122.5,16,19.216,27.059,55,3.9062,3.9062,30,25.882,48.627,16.078,31.765,16.863,0,100,0,43,2,349.1,89.4,13.945,0,0,6945,0,255
78,1122.5,16,19.216,27.059,55,3.9062,3.9062,30,25.882,51.373,16.078,31.765,19.216,0,100,0,43,2,352.1,91.1,13.867,0,0,6945,0,255
78,1122.5,16,19.216,27.059,55,3.9062,3.9062,30,25.882,51.373,16.078,31.765,19.216,0,100,0,43,2,352.1,91.1,13.867,0,0,6945,0,255
78,1020.2,14,19.216,35.686,55,3.9062,0.78125,35,25.882,51.373,16.078,31.765,19.216,0,100,0,43,4,352.1,91.1,13.867,0,0,6945,0,255
80,1020.2,14,19.216,35.686,55,3.9062,0.78125,35,26.275,51.373,16.078,31.765,19.216,0,100,0,43,4,352.1,91.1,13.867,0,0,6945,0,255
80,1020.2,14,19.216,35.686,55,3.9062,0.78125,35,26.275,51.373,16.078,31.765,19.216,0,100,0,43,4,353.5,92.8,13.867,0,0,6945,0,255
