ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
1,1817.8,0,19.608,23.529,24,4.6875,0,23,57.255,52.157,16.078,31.765,19.608,0,101,0.78431,27,24,230.5,165.3,11.953,0,0,6345,0,236
1,1817.8,0,19.608,23.529,24,4.6875,0,23,57.255,52.157,16.078,31.765,19.608,0,101,0.78431,27,24,28.7,27.8,11.875,0,0,6345,0,236
1,1817.8,0,19.608,23.529,24,4.6875,0,23,57.255,52.157,16.078,31.765,19.608,0,101,0.78431,27,24,28.7,27.8,11.875,0,0,6345,0,236
1,1712.5,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.78431,27,27,28.7,27.8,11.875,0,0,6345,0,236
3,1712.5,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.78431,27,27,28.7,27.8,11.875,0,0,6345,0,236
3,1712.5,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.39216,27,27,33.1,27.8,14.355,0,0,6345,0,236
3,1712.5,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.39216,27,27,33.1,27.8,14.355,0,0,6345,0,236
5,1620.2,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.39216,27,23,33.1,27.8,14.355,0,0,6345,0,236
5,1620.2,0,19.608,23.529,24,4.6875,0,24,57.255,52.157,16.078,31.765,19.608,0,101,0.39216,27,23,39.4,27.8,14.355,0,0,6345,0,236
5,1620.2,0,19.608,23.529,24,4.6875,0,24,57.255,51.765,16.078,31.765,19.216,0,101,0.39216,27,23,39.4,27.8,14.355,0,0,6345,0,236
5,1531.2,0,19.608,24.314,25,4.6875,0,24,57.255,51.765,16.078,31.765,19.216,0,101,0.39216,27,23,39.4,27.8,14.355,0,0,6345,0,236
7,1531.2,0,19.216,24.314,25,4.6875,0,24,57.255,51.765,16.078,31.765,19.216,0,101,0.39216,28,16,39.4,27.8,14.355,0,0,6345,0,236
7,1531.2,0,19.216,24.314,25,4.6875,0,24,57.255,51.765,16.078,31.765,19.216,0,101,0,28,16,43,27.8,14.375,0,0,6345,0,236
7,1531.2,0,19.216,24.314,25,4.6875,0,24,57.255,51.373,16.078,31.765,19.216,0,101,0,28,16,43,27.8,14.375,0,0,6345,0,236
7,1442,0,19.216,24.706,25,4.6875,0,25,57.255,51.373,16.078,31.765,19.216,0,101,0,28,13,43,27.8,14.375,0,0,6345,0,236
9,1442,0,19.216,24.706,25,4.6875,0,25,57.255,51.373,16.078,31.765,19.216,0,101,0,28,13,43,27.8,14.375,0,0,6345,0,236
9,1442,0,19.216,24.706,25,4.6875,0,25,57.255,51.373,16.078,31.765,19.216,0,101,0,28,13,50.7,27.8,14.375,0,0,6345,0,236
9,1442,0,19.216,24.706,25,4.6875,0,25,57.255,51.373,16.078,31.765,19.216,0,101,0,28,13,50.7,27.8,14.375,0,0,6345,0,236
11,1403.8,0,20.784,26.275,25,3.9062,0,34,57.255,51.373,16.078,31.765,19.216,0,101,0,28,6,50.7,27.8,14.375,0,0,6345,0,236
11,1403.8,0,20.784,26.275,25,3.9062,0,34,57.255,51.373,16.078,31.765,19.216,0,101,0,28,6,59.6,27.8,14.375,0,0,6345,0,236
11,1403.8,0,20.784,26.275,25,3.9062,0,34,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,6,59.6,27.8,14.238,0,0,6345,0,236
11,1392.8,0,20.784,37.647,26,3.125,0,39,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,6,59.6,27.8,14.238,0,0,6345,0,236
11,1392.8,0,20.784,37.647,26,3.125,0,39,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,2,59.6,27.8,14.238,0,0,6345,0,236
16,1392.8,0,20.784,37.647,26,3.125,0,39,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,2,59.6,27.8,14.238,0,0,6345,0,236
16,1392.8,0,20.784,37.647,26,3.125,0,39,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,2,91.6,28.5,14.277,0,0,6345,0,236
16,1392.8,0,20.784,37.647,26,3.125,0,39,57.255,53.725,16.078,31.765,21.176,0,101,1.9608,28,2,91.6,28.5,14.277,0,0,6345,0,236
16,1442,0,21.176,38.039,26,3.125,0,38,57.255,53.725,16.078,31.765,21.176,0,101,1.9608,28,3,91.6,28.5,14.277,0,0,6345,0,236
18,1442,0,21.176,38.039,26,3.125,0,38,57.255,53.725,16.078,31.765,21.176,0,101,1.9608,28,3,91.6,28.5,14.277,0,0,6345,0,236
18,1442,0,21.176,38.039,27,3.125,0,38,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,3,106.4,28.9,14.296,0,0,6345,0,236
18,1442,0,21.176,36.471,27,3.125,0,38,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,3,106.4,28.9,14.296,0,0,6345,0,236
19,1422.5,0,20.784,36.471,27,3.125,0,36,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,5,106.4,28.9,14.296,0,0,6345,0,236
19,1422.5,0,20.784,36.471,27,3.125,0,36,57.255,53.725,16.078,31.765,20.784,0,101,1.9608,28,5,113.9,29.2,14.296,0,0,6345,0,236
19,1422.5,0,20.784,36.471,28,3.125,0,36,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,5,113.9,29.2,14.257,0,0,6345,0,236
19,1147.5,0,20.784,43.922,28,1.5625,0,44,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,7,113.9,29.2,14.257,0,0,6345,0,236
21,1147.5,0,20.784,43.922,28,1.5625,0,44,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,7,113.9,29.2,14.257,0,0,6345,0,236
21,1147.5,0,20.784,43.922,28,1.5625,0,44,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,7,128.7,29.8,13.437,0,0,6345,0,236
21,1147.5,0,20.784,43.922,28,1.5625,0,44,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,7,128.7,29.8,13.437,0,0,6345,0,236
21,1206.2,0,20.784,42.353,28,1.5625,0,43,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,-3,128.7,29.8,13.437,0,0,6345,0,236
23,1206.2,0,20.784,42.353,28,1.5625,0,43,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,-3,128.7,29.8,13.437,0,0,6345,0,236
23,1206.2,0,20.784,42.353,29,1.5625,0,43,58.431,53.333,16.078,31.765,20.784,0,101,1.5686,28,-3,143.6,30.5,14.238,0,0,6345,0,236
23,1206.2,0,20.784,42.353,29,1.5625,0,43,58.431,53.333,16.078,31.765,20.784,0,101,1.5686,28,-3,143.6,30.5,14.238,0,0,6345,0,236
23,1202.2,0,20.392,41.176,29,2.3438,0,41,58.431,53.333,16.078,31.765,20.784,0,101,1.5686,28,3,143.6,30.5,14.238,0,0,6345,0,236
25,1202.2,0,20.392,41.176,29,2.3438,0,41,57.255,53.333,16.078,31.765,20.784,0,101,1.5686,28,3,143.6,30.5,14.238,0,0,6345,0,236
25,1202.2,0,20.392,41.176,30,2.3438,0,41,57.255,52.941,16.078,31.765,20.392,0,101,1.1765,28,3,158.1,31.4,14.238,0,0,6345,0,236
25,1202.2,0,20.392,38.039,30,2.3438,0,41,57.255,52.941,16.078,31.765,20.392,0,101,1.1765,28,3,158.1,31.4,14.238,0,0,6345,0,236
27,1192.8,0,20,38.039,30,3.125,0,39,57.255,52.941,16.078,31.765,20.392,0,101,1.1765,28,5,158.1,31.4,14.238,0,0,6345,0,236
27,1192.8,0,20,38.039,30,3.125,0,39,56.863,52.941,16.078,31.765,20.392,0,101,1.1765,28,5,171.7,32.3,14.238,0,0,6345,0,236
27,1192.8,0,20,38.039,31,3.125,0,39,56.863,52.549,16.078,31.765,20,0,101,1.1765,28,5,171.7,32.3,13.867,0,0,6345,0,236
27,1116.2,0,20,40.392,31,2.3438,0,39,56.863,52.549,16.078,31.765,20,0,101,1.1765,28,5,171.7,32.3,13.867,0,0,6345,0,236
29,1116.2,0,20,40.392,31,2.3438,0,39,56.863,52.549,16.078,31.765,20,0,101,1.1765,28,-1,171.7,32.3,13.867,0,0,6345,0,236
29,1116.2,0,20,40.392,31,2.3438,0,39,58.431,52.157,16.078,31.765,20,0,101,0.78431,28,-1,178.2,32.8,14.14,0,0,6345,0,236
29,1116.2,0,20,40.392,31,2.3438,0,39,58.431,52.157,16.078,31.765,19.608,0,101,0.78431,28,-1,178.2,32.8,14.14,0,0,6345,0,236
29,903,0,19.608,41.569,31,1.5625,0,44,58.431,52.157,16.078,31.765,19.608,0,101,0.78431,28,6,178.2,32.8,14.14,0,0,6345,0,236
30,903,0,19.608,41.569,31,1.5625,0,44,57.647,52.157,16.078,31.765,19.608,0,101,0.78431,28,6,178.2,32.8,14.14,0,0,6345,0,236
30,903,0,19.608,41.569,32,1.5625,0,44,57.647,52.157,16.078,31.765,19.608,0,101,0.78431,28,6,190.2,33.9,14.121,0,0,6345,0,236
30,903,0,19.608,41.569,32,1.5625,0,44,57.647,52.157,16.078,31.765,19.608,0,101,0.78431,28,6,190.2,33.9,14.121,0,0,6345,0,236
30,984.25,0,19.608,42.353,32,1.5625,0,42,57.647,52.157,16.078,31.765,19.608,0,101,0.78431,29,-3,190.2,33.9,14.121,0,0,6345,0,236
35,984.25,0,20,42.353,32,1.5625,0,42,57.647,52.157,16.078,31.765,19.608,0,101,0.78431,29,-3,190.2,33.9,14.121,0,0,6345,0,236
35,984.25,0,20,42.353,33,1.5625,0,42,55.686,52.549,16.078,31.765,19.608,0,101,0.78431,29,-3,212.2,36.1,14.121,0,0,6345,0,236
35,984.25,0,20,42.353,33,1.5625,0,42,55.686,52.549,16.078,31.765,20,0,101,0.78431,29,-3,212.2,36.1,14.121,0,0,6345,0,236
35,982.75,0,20,43.529,33,1.5625,-4.6875,43,55.686,52.549,16.078,31.765,20,0,101,0.78431,29,-1,212.2,36.1,14.121,0,0,6345,0,236
37,982.75,0,20,43.529,33,1.5625,-4.6875,43,54.902,52.549,16.078,31.765,20,0,101,0.78431,29,-1,212.2,36.1,14.121,0,0,6345,0,236
37,982.75,0,20,43.529,33,1.5625,-4.6875,43,54.902,52.549,16.078,31.765,20,0,101,0.78431,29,-1,222.4,37.4,14.042,0,0,6345,0,236
37,982.75,0,20,50.98,33,1.5625,-4.6875,43,54.902,52.549,16.078,31.765,20,0,101,0.78431,29,-1,222.4,37.4,14.042,0,0,6345,0,236
38,852.25,0,20,50.98,33,0.78125,-8.5938,51,54.902,52.549,16.078,31.765,20,0,101,0.78431,29,7,222.4,37.4,14.042,0,0,6345,0,236
38,852.25,0,20,50.98,34,0.78125,-8.5938,51,54.118,52.549,16.078,31.765,20,0,101,0.78431,29,7,232.3,38.7,14.042,0,0,6345,0,236
38,852.25,0,20,50.98,34,0.78125,-8.5938,51,54.118,52.549,16.078,31.765,20,0,101,1.1765,29,7,232.3,38.7,14.023,0,0,6345,0,236
38,866.25,6,20,51.373,34,0.78125,-7.8125,51,54.118,52.549,16.078,31.765,20,0,101,1.1765,29,-8,232.3,38.7,14.023,0,0,6345,0,236
40,866.25,6,19.608,51.373,34,0.78125,-7.8125,51,54.118,52.549,16.078,31.765,20,0,101,1.1765,29,-8,232.3,38.7,14.023,0,0,6345,0,236
40,866.25,6,19.608,51.373,35,0.78125,-7.8125,51,56.078,53.333,16.078,31.765,20,0,101,1.5686,29,-8,242.1,40.1,14.101,0,0,6345,0,236
40,866.25,6,19.608,51.373,35,0.78125,-7.8125,51,56.078,53.333,20,35.686,20.784,0,101,1.5686,29,-8,242.1,40.1,14.101,0,0,6345,0,236
40,1254.5,8,21.176,45.882,35,1.5625,-5.4688,46,56.078,53.333,20,35.686,20.784,0,101,1.5686,29,23,242.1,40.1,14.101,0,0,6345,0,236
42,1254.5,8,21.176,45.882,35,1.5625,-5.4688,46,62.353,53.333,20,35.686,20.784,0,101,1.5686,29,23,242.1,40.1,14.101,0,0,6345,0,236
42,1254.5,8,21.176,45.882,35,1.5625,-5.4688,46,62.353,53.725,20.392,36.078,20.784,0,101,1.9608,29,23,247.3,41.8,14.121,0,0,6345,0,236
42,1254.5,8,21.176,45.882,35,1.5625,-5.4688,46,62.353,53.725,20.392,36.078,20.784,0,101,1.9608,29,23,247.3,41.8,14.121,0,0,6345,0,236
42,1528.8,10,20.392,37.255,35,3.125,-7.8125,37,62.353,53.725,20.392,36.078,20.784,0,101,1.9608,29,27,247.3,41.8,14.121,0,0,6345,0,236
44,1528.8,10,20.392,37.255,36,3.125,-7.8125,37,60.784,53.725,20.392,36.078,20.784,0,101,1.9608,29,27,247.3,41.8,14.121,0,0,6345,0,236
44,1528.8,10,20.392,37.255,36,3.125,-7.8125,37,60.784,51.765,16.078,31.765,19.608,0,101,0.39216,29,27,257.7,42.8,14.121,0,0,6345,0,236
44,1528.8,10,20.392,45.49,36,0.78125,-10.156,37,60.784,51.765,16.078,31.765,19.608,0,101,0.39216,29,27,257.7,42.8,14.121,0,0,6345,0,236
46,873.25,12,19.608,45.49,36,0.78125,-10.156,48,60.784,51.765,16.078,31.765,19.608,0,101,0.39216,29,10,257.7,42.8,14.121,0,0,6345,0,236
46,873.25,12,19.608,45.49,36,0.78125,-10.156,48,51.765,51.765,16.078,31.765,19.608,0,101,0.39216,29,10,267.2,44.6,14.121,0,0,6345,0,236
46,873.25,12,19.608,45.49,36,0.78125,-10.156,48,51.765,51.765,18.431,34.118,19.608,0,101,0.39216,29,10,267.2,44.6,14.101,0,0,6345,0,236
46,919.5,13,20.784,43.529,36,1.5625,-7.8125,46,51.765,51.765,18.431,34.118,19.608,0,101,0.39216,29,3,267.2,44.6,14.101,0,0,6345,0,236
48,919.5,13,20.784,43.529,36,1.5625,-7.8125,46,51.765,51.765,18.431,34.118,19.608,0,101,0.39216,29,3,267.2,44.6,14.101,0,0,6345,0,236
48,919.5,13,20.784,43.529,36,1.5625,-7.8125,46,49.412,51.765,18.431,34.118,19.608,0,101,0.78431,29,3,276,46.4,14.101,0,0,6345,0,236
48,919.5,13,20.784,43.529,36,1.5625,-7.8125,46,49.412,51.765,18.431,34.118,19.216,0,101,0.78431,29,3,276,46.4,14.101,0,0,6345,0,236
48,1022.5,14,19.216,36.863,36,3.125,-6.25,37,49.412,51.765,18.431,34.118,19.216,0,101,0.78431,29,9,276,46.4,14.101,0,0,6345,0,236
50,1022.5,14,19.216,36.863,37,3.125,-6.25,37,43.922,51.765,18.431,34.118,19.216,0,101,0.78431,29,9,276,46.4,14.101,0,0,6345,0,236
50,1022.5,14,19.216,36.863,37,3.125,-6.25,37,43.922,51.765,16.078,31.765,19.608,0,101,0.39216,29,9,280.2,48.3,14.101,0,0,6345,0,236
50,1022.5,14,19.216,44.314,37,1.5625,-9.375,37,43.922,51.765,16.078,31.765,19.608,0,101,0.39216,29,9,280.2,48.3,14.101,0,0,6345,0,236
51,990.5,15,20,44.314,37,1.5625,-9.375,45,43.922,51.765,16.078,31.765,19.608,0,101,0.39216,29,4,280.2,48.3,14.101,0,0,6345,0,236
51,990.5,15,20,44.314,38,1.5625,-9.375,45,42.353,51.765,16.078,31.765,19.608,0,101,0.39216,29,4,280.2,48.3,14.101,0,0,6345,0,236
51,990.5,15,20,44.314,38,1.5625,-9.375,45,42.353,51.765,16.078,31.765,19.216,0,101,0.39216,29,4,298.5,52.1,14.082,0,0,6345,0,236
51,990.5,15,20,46.275,38,1.5625,-9.375,45,42.353,51.765,16.078,31.765,19.216,0,101,0.39216,29,4,298.5,52.1,14.082,0,0,6345,0,236
56,799,13,19.216,46.275,38,0.78125,-3.9062,46,42.353,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,298.5,52.1,14.082,0,0,6345,0,236
56,799,13,19.216,46.275,38,0.78125,-3.9062,46,54.902,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,301.8,53,14.082,0,0,6345,0,236
56,799,13,19.216,46.275,38,0.78125,-3.9062,46,54.902,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,301.8,53,14.082,0,0,6345,0,236
56,910,13,19.216,41.569,38,2.3438,-6.25,41,54.902,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,301.8,53,14.082,0,0,6345,0,236
57,910,13,19.216,41.569,39,2.3438,-6.25,41,54.902,51.765,16.078,31.765,19.216,0,101,0.39216,30,-5,301.8,53,14.082,0,0,6345,0,236
57,910,13,19.216,41.569,39,2.3438,-6.25,41,66.275,51.765,16.078,31.765,19.216,0,101,0.39216,30,-5,308,55,14.042,0,0,6345,0,236
57,910,13,19.216,41.569,39,2.3438,-6.25,41,66.275,51.765,16.078,31.765,19.216,0,101,0.39216,30,-5,308,55,14.042,0,0,6345,0,236
57,776.5,12,19.216,44.314,39,1.5625,-5.4688,47,66.275,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,308,55,14.042,0,0,6345,0,236
59,776.5,12,19.216,44.314,40,1.5625,-5.4688,47,70.588,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,308,55,14.042,0,0,6345,0,236
59,776.5,12,19.216,44.314,40,1.5625,-5.4688,47,70.588,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,313.7,56.9,13.671,0,0,6346,0,236
59,776.5,12,19.216,57.647,40,1.5625,-5.4688,47,70.588,51.765,16.078,31.765,19.216,0,101,0.39216,30,9,313.7,56.9,13.671,0,0,6346,0,236
61,675,9,19.216,57.647,40,0,-2.3438,58,70.588,51.765,16.078,31.765,19.216,0,101,0.39216,30,7,313.7,56.9,13.671,0,0,6346,0,236
61,675,9,19.216,57.647,40,0,-2.3438,58,61.961,51.765,16.078,31.765,19.216,0,101,0.39216,30,7,319.2,56.9,13.671,0,0,6346,0,236
61,675,9,19.216,57.647,40,0,-2.3438,58,61.961,53.333,20.392,36.471,20.784,0,101,1.9608,30,7,319.2,58.9,13.964,0,0,6346,0,236
61,675,9,19.216,57.647,40,0,-2.3438,58,61.961,53.333,20.392,36.471,20.784,0,101,1.9608,30,7,319.2,58.9,13.964,0,0,6346,0,236
63,947.5,11,19.608,55.294,40,0.78125,-9.375,51,61.961,53.333,20.392,36.471,20.784,0,101,1.9608,30,19,319.2,58.9,13.964,0,0,6346,0,236
63,947.5,11,19.608,55.294,40,0.78125,-9.375,51,54.118,53.333,20.392,36.471,20.784,0,101,1.9608,30,19,319.2,58.9,13.964,0,0,6346,0,236
63,947.5,11,19.608,55.294,40,0.78125,-9.375,51,54.118,51.373,18.431,34.118,19.216,0,101,0,30,19,325,61,14.082,0,0,6346,0,236
63,947.5,11,19.608,38.431,40,2.3438,-3.9062,51,54.118,51.373,18.431,34.118,19.216,0,101,0,30,19,325,61,14.082,0,0,6346,0,236
65,930.25,13,19.216,38.431,41,2.3438,-3.9062,40,54.118,51.373,18.431,34.118,19.216,0,101,0,30,4,325,61,14.082,0,0,6346,0,236
65,930.25,13,19.216,38.431,41,2.3438,-3.9062,40,50.98,51.373,18.431,34.118,19.216,0,101,0,30,4,327.7,62,14.082,0,0,6346,0,236
65,930.25,13,19.216,38.431,41,2.3438,-3.9062,40,50.98,51.765,18.431,34.51,19.216,0,101,0,30,4,327.7,62,14.082,0,0,6346,0,236
65,900,12,19.216,40,41,2.3438,-1.5625,41,50.98,51.765,18.431,34.51,19.216,0,101,0,30,5,327.7,62,14.082,0,0,6346,0,236
67,900,12,19.216,40,41,2.3438,-1.5625,41,54.118,51.765,18.431,34.51,19.216,0,101,0,30,5,327.7,62,14.082,0,0,6346,0,236
67,900,12,19.216,40,41,2.3438,-1.5625,41,54.118,51.373,16.078,31.765,19.216,0,101,0,30,5,332.8,64.1,14.042,0,0,6346,0,236
67,900,12,19.216,40,41,2.3438,-1.5625,41,54.118,51.373,16.078,31.765,19.216,0,101,0,30,5,332.8,64.1,14.042,0,0,6346,0,236
67,775.75,11,19.216,44.314,41,1.5625,-3.125,45,54.118,51.373,16.078,31.765,19.216,0,101,0,30,10,332.8,64.1,14.042,0,0,6346,0,236
68,775.75,11,19.216,44.314,41,1.5625,-3.125,45,54.902,51.373,16.078,31.765,19.216,0,101,0,30,10,332.8,64.1,14.042,0,0,6346,0,236
68,775.75,11,19.216,44.314,41,1.5625,-3.125,45,54.902,51.373,18.431,34.118,19.216,0,101,0,30,10,337.4,66.2,13.906,0,0,6346,0,236
68,775.75,11,19.216,54.118,41,0.78125,-3.125,45,54.902,51.373,18.431,34.118,19.216,0,101,0,30,10,337.4,66.2,13.906,0,0,6346,0,236
70,842.75,11,20,54.118,42,0.78125,-3.125,55,54.902,51.373,18.431,34.118,19.216,0,101,0,30,16,337.4,66.2,13.906,0,0,6346,0,236
70,842.75,11,20,54.118,42,0.78125,-3.125,55,55.686,51.373,18.431,34.118,19.216,0,101,0,30,16,342.1,68.3,14.062,0,0,6346,0,236
70,842.75,11,20,54.118,42,0.78125,-3.125,55,55.686,51.373,16.078,31.765,19.216,0,101,0,30,16,342.1,68.3,14.062,0,0,6346,0,236
70,842.75,11,20,54.118,42,0.78125,-3.125,55,55.686,51.373,16.078,31.765,19.216,0,101,0,30,16,342.1,68.3,14.062,0,0,6346,0,236
70,911.5,13,19.216,38.431,42,2.3438,-2.3438,39,55.686,51.373,16.078,31.765,19.216,0,101,0,30,7,342.1,68.3,14.062,0,0,6346,0,236
74,911.5,13,19.216,38.431,42,2.3438,-2.3438,39,54.51,51.373,16.078,31.765,19.216,0,101,0,30,7,342.1,68.3,14.062,0,0,6346,0,236
74,911.5,13,19.216,38.431,42,2.3438,-2.3438,39,54.51,51.373,16.078,31.765,19.216,0,101,0,30,7,350.4,72.5,14.082,0,0,6346,0,236
74,911.5,13,19.216,38.824,43,2.3438,-2.3438,39,54.51,51.373,16.078,31.765,19.216,0,101,0,30,7,350.4,72.5,14.082,0,0,6346,0,236
76,893.75,12,19.216,38.824,43,2.3438,-3.9062,39,54.51,51.373,16.078,31.765,19.216,0,101,0,30,4,350.4,72.5,14.082,0,0,6346,0,236
76,893.75,12,19.216,38.824,43,2.3438,-3.9062,39,54.902,51.373,16.078,31.765,19.216,0,101,0,30,4,352.3,72.5,14.082,0,0,6346,0,236
76,893.75,12,19.216,38.824,43,2.3438,-3.9062,39,54.902,51.373,16.078,31.765,19.216,0,101,0,30,4,352.3,73.6,14.082,0,0,6346,0,236
76,919.5,12,19.216,40,43,2.3438,-1.5625,41,54.902,51.373,16.078,31.765,19.216,0,101,0,30,4,352.3,73.6,14.082,0,0,6346,0,236
78,919.5,12,19.216,40,43,2.3438,-1.5625,41,54.902,51.373,16.078,31.765,19.216,0,101,0,30,1,352.3,73.6,14.082,0,0,6346,0,236
78,919.5,12,19.216,40,43,2.3438,-1.5625,41,56.078,51.373,16.078,31.765,19.216,0,101,0,30,1,356,75.7,14.062,0,0,6346,0,236
78,919.5,12,19.216,40,43,2.3438,-1.5625,41,56.078,51.373,16.078,31.765,19.216,0,101,0,30,1,356,75.7,14.062,0,0,6346,0,236
78,910,8,19.216,38.431,43,2.3438,-1.5625,40,56.078,51.373,16.078,31.765,19.216,0,101,0,30,2,356,75.7,14.062,0,0,6346,0,236
80,910,8,19.216,38.431,43,2.3438,-1.5625,40,65.098,51.373,16.078,31.765,19.216,0,101,0,30,2,356,75.7,14.062,0,0,6346,0,236
80,910,8,19.216,38.431,43,2.3438,-1.5625,40,65.098,51.373,16.078,31.765,19.216,0,101,0,30,2,359.5,77.8,14.062,0,0,6346,0,236
80,910,8,19.216,38.431,44,2.3438,-1.5625,40,65.098,51.373,16.078,31.765,19.216,0,101,0,30,2,359.5,77.8,14.062,0,0,6346,0,236
80,933.5,3,19.216,38.039,44,3.125,-3.125,37,65.098,51.373,16.078,31.765,19.216,0,101,0,30,3,359.5,77.8,14.062,0,0,6346,0,236
82,933.5,3,19.216,38.039,44,3.125,-3.125,37,54.51,51.373,16.078,31.765,19.216,0,101,0,30,3,359.5,77.8,14.062,0,0,6346,0,236
82,933.5,3,19.216,38.039,44,3.125,-3.125,37,54.51,51.373,16.078,31.765,19.216,0,101,0,30,3,362.9,79.9,14.042,0,0,6346,0,236
